Time,iL,v
0.000851,19.9987,-30.5752
0.000852,19.9374,-30.7136
0.000853,19.8758,-30.8511
0.000854,19.814,-30.9877
0.000855,19.7519,-31.1234
0.000856,19.6895,-31.2583
0.000857,19.6269,-31.3922
0.000858,19.5639,-31.5252
0.000859,19.5008,-31.6574
0.00086,19.4373,-31.7886
0.000861,19.3736,-31.919
0.000862,19.3096,-32.0484
0.000863,19.2454,-32.177
0.000864,19.1809,-32.3046
0.000865,19.1162,-32.4314
0.000866,19.0512,-32.5572
0.000867,18.986,-32.6822
0.000868,18.9205,-32.8062
0.000869,18.8547,-32.9293
0.00087,18.7888,-33.0516
0.000871,18.7225,-33.1729
0.000872,18.6561,-33.2933
0.000873,18.5894,-33.4129
0.000874,18.5224,-33.5315
0.000875,18.4552,-33.6492
0.000876,18.3878,-33.766
0.000877,18.3202,-33.8819
0.000878,18.2523,-33.9969
0.000879,18.1842,-34.1109
0.00088,18.1158,-34.2241
0.000881,18.0473,-34.3364
0.000882,17.9785,-34.4477
0.000883,17.9095,-34.5581
0.000884,17.8403,-34.6677
0.000885,17.7708,-34.7763
0.000886,17.7012,-34.884
0.000887,17.6313,-34.9908
0.000888,17.5612,-35.0966
0.000889,17.4909,-35.2016
0.00089,17.4204,-35.3056
0.000891,17.3497,-35.4088
0.000892,17.2788,-35.511
0.000893,17.2076,-35.6123
0.000894,17.1363,-35.7127
0.000895,17.0648,-35.8122
0.000896,16.9931,-35.9107
0.000897,16.9211,-36.0084
0.000898,16.849,-36.1051
0.000899,16.7767,-36.201
0.0009,16.7042,-36.2959
0.000901,16.6315,-36.3899
0.000902,16.5587,-36.4829
0.000903,16.4856,-36.5751
0.000904,16.4124,-36.6664
0.000905,16.3389,-36.7567
0.000906,16.2653,-36.8461
0.000907,16.1916,-36.9346
0.000908,16.1176,-37.0222
0.000909,16.0435,-37.1089
0.00091,15.9692,-37.1946
0.000911,15.8947,-37.2795
0.000912,15.82,-37.3634
0.000913,15.7452,-37.4464
0.000914,15.6703,-37.5285
0.000915,15.5951,-37.6097
0.000916,15.5198,-37.69
0.000917,15.4444,-37.7693
0.000918,15.3687,-37.8478
0.000919,15.293,-37.9253
0.00092,15.217,-38.002
0.000921,15.141,-38.0777
0.000922,15.0647,-38.1525
0.000923,14.9884,-38.2263
0.000924,14.9118,-38.2993
0.000925,14.8352,-38.3714
0.000926,14.7583,-38.4425
0.000927,14.6814,-38.5128
0.000928,14.6043,-38.5821
0.000929,14.5271,-38.6505
0.00093,14.4497,-38.7181
0.000931,14.3722,-38.7847
0.000932,14.2946,-38.8504
0.000933,14.2168,-38.9152
0.000934,14.1389,-38.979
0.000935,14.0609,-39.042
0.000936,13.9827,-39.1041
0.000937,13.9045,-39.1653
0.000938,13.8261,-39.2255
0.000939,13.7476,-39.2849
0.00094,13.6689,-39.3433
0.000941,13.5902,-39.4009
0.000942,13.5113,-39.4575
0.000943,13.4323,-39.5133
0.000944,13.3533,-39.5681
0.000945,13.2741,-39.6221
0.000946,13.1948,-39.6751
0.000947,13.1154,-39.7273
0.000948,13.0359,-39.7785
0.000949,12.9563,-39.8289
0.00095,12.8766,-39.8783
0.000951,12.7967,-39.9269
0.000952,12.7168,-39.9746
0.000953,12.6369,-40.0213
0.000954,12.5568,-40.0672
0.000955,12.4766,-40.1122
0.000956,12.3963,-40.1563
0.000957,12.316,-40.1995
0.000958,12.2355,-40.2418
0.000959,12.155,-40.2832
0.00096,12.0744,-40.3238
0.000961,12.1704,-40.2432
0.000962,12.2664,-40.1629
0.000963,12.3624,-40.0826
0.000964,12.4584,-40.0026
0.000965,12.5544,-39.9226
0.000966,12.6504,-39.8429
0.000967,12.7464,-39.7633
0.000968,12.8424,-39.6838
0.000969,12.9384,-39.6045
0.00097,13.0344,-39.5254
0.000971,13.1304,-39.4464
0.000972,13.2264,-39.3676
0.000973,13.3224,-39.2889
0.000974,13.4184,-39.2104
0.000975,13.5144,-39.1321
0.000976,13.6104,-39.0539
0.000977,13.7064,-38.9759
0.000978,13.8024,-38.898
0.000979,13.8984,-38.8203
0.00098,13.9944,-38.7427
0.000981,14.0904,-38.6653
0.000982,14.1864,-38.5881
0.000983,14.2824,-38.511
0.000984,14.3784,-38.434
0.000985,14.4744,-38.3572
0.000986,14.5704,-38.2806
0.000987,14.6664,-38.2041
0.000988,14.7624,-38.1278
0.000989,14.8584,-38.0516
0.00099,14.9544,-37.9756
0.000991,15.0504,-37.8997
0.000992,15.1464,-37.824
0.000993,15.2424,-37.7484
0.000994,15.3384,-37.673
0.000995,15.4344,-37.5977
0.000996,15.5304,-37.5226
0.000997,15.6264,-37.4476
0.000998,15.7224,-37.3728
0.000999,15.8184,-37.2981
0.001,15.9144,-37.2236
0.001001,16.0104,-37.1492
0.001002,16.1064,-37.075
0.001003,16.2024,-37.0009
0.001004,16.2984,-36.927
0.001005,16.3944,-36.8532
0.001006,16.4904,-36.7796
0.001007,16.5864,-36.7061
0.001008,16.6824,-36.6328
0.001009,16.7784,-36.5596
0.00101,16.8744,-36.4865
0.001011,16.9704,-36.4136
0.001012,17.0664,-36.3409
0.001013,17.1624,-36.2683
0.001014,17.2584,-36.1958
0.001015,17.3544,-36.1235
0.001016,17.4504,-36.0513
0.001017,17.5464,-35.9793
0.001018,17.6424,-35.9074
0.001019,17.7384,-35.8356
0.00102,17.8344,-35.764
0.001021,17.9304,-35.6926
0.001022,18.0264,-35.6213
0.001023,18.1224,-35.5501
0.001024,18.2184,-35.4791
0.001025,18.3144,-35.4082
0.001026,18.4104,-35.3374
0.001027,18.5064,-35.2668
0.001028,18.6024,-35.1964
0.001029,18.6984,-35.1261
0.00103,18.7944,-35.0559
0.001031,18.8904,-34.9858
0.001032,18.9864,-34.9159
0.001033,19.0824,-34.8462
0.001034,19.1784,-34.7765
0.001035,19.2744,-34.7071
0.001036,19.3704,-34.6377
0.001037,19.4664,-34.5685
0.001038,19.5624,-34.4994
0.001039,19.6584,-34.4305
0.00104,19.7544,-34.3617
0.001041,19.6854,-34.4898
0.001042,19.6163,-34.617
0.001043,19.5469,-34.7434
0.001044,19.4773,-34.869
0.001045,19.4074,-34.9935
0.001046,19.3373,-35.1171
0.001047,19.267,-35.2398
0.001048,19.1964,-35.3615
0.001049,19.1255,-35.4823
0.00105,19.0544,-35.6021
0.001051,18.9831,-35.721
0.001052,18.9115,-35.8389
0.001053,18.8398,-35.9558
0.001054,18.7677,-36.0718
0.001055,18.6955,-36.1869
0.001056,18.623,-36.301
0.001057,18.5503,-36.4142
0.001058,18.4773,-36.5263
0.001059,18.4042,-36.6376
0.00106,18.3308,-36.7479
0.001061,18.2572,-36.8572
0.001062,18.1833,-36.9656
0.001063,18.1093,-37.073
0.001064,18.0351,-37.1795
0.001065,17.9606,-37.285
0.001066,17.8859,-37.3896
0.001067,17.811,-37.4932
0.001068,17.7359,-37.5958
0.001069,17.6606,-37.6975
0.00107,17.5851,-37.7982
0.001071,17.5095,-37.898
0.001072,17.4336,-37.9968
0.001073,17.3575,-38.0947
0.001074,17.2812,-38.1916
0.001075,17.2047,-38.2875
0.001076,17.128,-38.3825
0.001077,17.0512,-38.4766
0.001078,16.9741,-38.5697
0.001079,16.8969,-38.6618
0.00108,16.8195,-38.7529
0.001081,16.7419,-38.8432
0.001082,16.6641,-38.9324
0.001083,16.5861,-39.0207
0.001084,16.508,-39.1081
0.001085,16.4297,-39.1944
0.001086,16.3512,-39.2799
0.001087,16.2726,-39.3643
0.001088,16.1938,-39.4479
0.001089,16.1148,-39.5304
0.00109,16.0357,-39.612
0.001091,15.9564,-39.6927
0.001092,15.8769,-39.7724
0.001093,15.7973,-39.8511
0.001094,15.7175,-39.9289
0.001095,15.6376,-40.0058
0.001096,15.5575,-40.0817
0.001097,15.4772,-40.1566
0.001098,15.3968,-40.2306
0.001099,15.3163,-40.3036
0.0011,15.2356,-40.3757
0.001101,15.1548,-40.4468
0.001102,15.0738,-40.517
0.001103,14.9927,-40.5862
0.001104,14.9115,-40.6545
0.001105,14.8301,-40.7218
0.001106,14.7486,-40.7882
0.001107,14.667,-40.8537
0.001108,14.5852,-40.9182
0.001109,14.5033,-40.9817
0.00111,14.4213,-41.0443
0.001111,14.3391,-41.1059
0.001112,14.2568,-41.1667
0.001113,14.1745,-41.2264
0.001114,14.0919,-41.2852
0.001115,14.0093,-41.3431
0.001116,13.9266,-41.4
0.001117,13.8437,-41.456
0.001118,13.7607,-41.5111
0.001119,13.6777,-41.5652
0.00112,13.5945,-41.6184
0.001121,13.5112,-41.6706
0.001122,13.4278,-41.7219
0.001123,13.3443,-41.7723
0.001124,13.2607,-41.8217
0.001125,13.177,-41.8702
0.001126,13.0932,-41.9178
0.001127,13.0093,-41.9644
0.001128,12.9254,-42.0101
0.001129,12.8413,-42.0549
0.00113,12.7572,-42.0987
0.001131,12.6729,-42.1416
0.001132,12.5886,-42.1836
0.001133,12.5042,-42.2247
0.001134,12.4197,-42.2648
0.001135,12.3351,-42.304
0.001136,12.2505,-42.3423
0.001137,12.1658,-42.3796
0.001138,12.081,-42.4161
0.001139,11.9961,-42.4516
0.00114,11.9111,-42.4862
0.001141,11.8261,-42.5199
0.001142,11.7411,-42.5526
0.001143,11.6559,-42.5845
0.001144,11.5707,-42.6154
0.001145,11.4855,-42.6454
0.001146,11.4002,-42.6746
0.001147,11.3148,-42.7028
0.001148,11.2293,-42.73
0.001149,11.1439,-42.7564
0.00115,11.0583,-42.7819
0.001151,10.9727,-42.8065
0.001152,10.8871,-42.8301
0.001153,10.8014,-42.8529
0.001154,10.7157,-42.8747
0.001155,10.6299,-42.8957
0.001156,10.5441,-42.9158
0.001157,10.4582,-42.9349
0.001158,10.3724,-42.9532
0.001159,10.2864,-42.9706
0.00116,10.2005,-42.987
0.001161,10.2965,-42.9012
0.001162,10.3925,-42.8155
0.001163,10.4885,-42.73
0.001164,10.5845,-42.6446
0.001165,10.6805,-42.5594
0.001166,10.7765,-42.4744
0.001167,10.8725,-42.3895
0.001168,10.9685,-42.3048
0.001169,11.0645,-42.2203
0.00117,11.1605,-42.1359
0.001171,11.2565,-42.0517
0.001172,11.3525,-41.9677
0.001173,11.4485,-41.8839
0.001174,11.5445,-41.8002
0.001175,11.6405,-41.7167
0.001176,11.7365,-41.6333
0.001177,11.8325,-41.5501
0.001178,11.9285,-41.4671
0.001179,12.0245,-41.3842
0.00118,12.1205,-41.3016
0.001181,12.2165,-41.219
0.001182,12.3125,-41.1367
0.001183,12.4085,-41.0545
0.001184,12.5045,-40.9725
0.001185,12.6005,-40.8906
0.001186,12.6965,-40.8089
0.001187,12.7925,-40.7274
0.001188,12.8885,-40.646
0.001189,12.9845,-40.5648
0.00119,13.0805,-40.4837
0.001191,13.1765,-40.4028
0.001192,13.2725,-40.3221
0.001193,13.3685,-40.2416
0.001194,13.4645,-40.1612
0.001195,13.5605,-40.0809
0.001196,13.6565,-40.0008
0.001197,13.7525,-39.9209
0.001198,13.8485,-39.8411
0.001199,13.9445,-39.7615
0.0012,14.0405,-39.6821
0.001201,14.1365,-39.6028
0.001202,14.2325,-39.5237
0.001203,14.3285,-39.4447
0.001204,14.4245,-39.3659
0.001205,14.5205,-39.2873
0.001206,14.6165,-39.2088
0.001207,14.7125,-39.1304
0.001208,14.8085,-39.0522
0.001209,14.9045,-38.9742
0.00121,15.0005,-38.8963
0.001211,15.0965,-38.8186
0.001212,15.1925,-38.7411
0.001213,15.2885,-38.6637
0.001214,15.3845,-38.5864
0.001215,15.4805,-38.5093
0.001216,15.5765,-38.4324
0.001217,15.6725,-38.3556
0.001218,15.7685,-38.279
0.001219,15.8645,-38.2025
0.00122,15.9605,-38.1261
0.001221,16.0565,-38.05
0.001222,16.1525,-37.9739
0.001223,16.2485,-37.8981
0.001224,16.3445,-37.8224
0.001225,16.4405,-37.7468
0.001226,16.5365,-37.6714
0.001227,16.6325,-37.5961
0.001228,16.7285,-37.521
0.001229,16.8245,-37.446
0.00123,16.9205,-37.3712
0.001231,17.0165,-37.2965
0.001232,17.1125,-37.222
0.001233,17.2085,-37.1476
0.001234,17.3045,-37.0734
0.001235,17.4005,-36.9993
0.001236,17.4965,-36.9254
0.001237,17.5925,-36.8516
0.001238,17.6885,-36.778
0.001239,17.7845,-36.7045
0.00124,17.8805,-36.6312
0.001241,17.807,-36.736
0.001242,17.7334,-36.8399
0.001243,17.6596,-36.9431
0.001244,17.5856,-37.0453
0.001245,17.5114,-37.1466
0.001246,17.437,-37.247
0.001247,17.3624,-37.3464
0.001248,17.2877,-37.4448
0.001249,17.2127,-37.5424
0.00125,17.1375,-37.6389
0.001251,17.0621,-37.7346
0.001252,16.9866,-37.8292
0.001253,16.9108,-37.923
0.001254,16.8349,-38.0158
0.001255,16.7587,-38.1076
0.001256,16.6824,-38.1985
0.001257,16.6059,-38.2885
0.001258,16.5293,-38.3775
0.001259,16.4524,-38.4655
0.00126,16.3754,-38.5527
0.001261,16.2982,-38.6388
0.001262,16.2209,-38.7241
0.001263,16.1433,-38.8083
0.001264,16.0656,-38.8917
0.001265,15.9878,-38.9741
0.001266,15.9097,-39.0556
0.001267,15.8315,-39.1361
0.001268,15.7532,-39.2156
0.001269,15.6747,-39.2943
0.00127,15.596,-39.372
0.001271,15.5172,-39.4487
0.001272,15.4382,-39.5245
0.001273,15.3591,-39.5994
0.001274,15.2798,-39.6733
0.001275,15.2004,-39.7463
0.001276,15.1208,-39.8183
0.001277,15.0411,-39.8894
0.001278,14.9613,-39.9596
0.001279,14.8813,-40.0288
0.00128,14.8012,-40.0971
0.001281,14.7209,-40.1644
0.001282,14.6405,-40.2308
0.001283,14.56,-40.2963
0.001284,14.4793,-40.3609
0.001285,14.3985,-40.4245
0.001286,14.3176,-40.4871
0.001287,14.2366,-40.5489
0.001288,14.1554,-40.6097
0.001289,14.0741,-40.6695
0.00129,13.9927,-40.7285
0.001291,13.9112,-40.7865
0.001292,13.8296,-40.8436
0.001293,13.7479,-40.8997
0.001294,13.666,-40.9549
0.001295,13.584,-41.0092
0.001296,13.502,-41.0626
0.001297,13.4198,-41.115
0.001298,13.3375,-41.1665
0.001299,13.2551,-41.2171
0.0013,13.1726,-41.2667
0.001301,13.0901,-41.3155
0.001302,13.0074,-41.3633
0.001303,12.9246,-41.4102
0.001304,12.8417,-41.4561
0.001305,12.7588,-41.5012
0.001306,12.6757,-41.5453
0.001307,12.5926,-41.5885
0.001308,12.5094,-41.6308
0.001309,12.4261,-41.6722
0.00131,12.3427,-41.7126
0.001311,12.2592,-41.7522
0.001312,12.1757,-41.7908
0.001313,12.0921,-41.8285
0.001314,12.0084,-41.8653
0.001315,11.9246,-41.9012
0.001316,11.8408,-41.9362
0.001317,11.7569,-41.9703
0.001318,11.6729,-42.0035
0.001319,11.5888,-42.0357
0.00132,11.5047,-42.0671
0.001321,11.4206,-42.0976
0.001322,11.3364,-42.1271
0.001323,11.2521,-42.1558
0.001324,11.1677,-42.1835
0.001325,11.0833,-42.2104
0.001326,10.9989,-42.2364
0.001327,10.9144,-42.2614
0.001328,10.8298,-42.2856
0.001329,10.7452,-42.3089
0.00133,10.6606,-42.3313
0.001331,10.5759,-42.3528
0.001332,10.4912,-42.3734
0.001333,10.4064,-42.3931
0.001334,10.3216,-42.4119
0.001335,10.2368,-42.4299
0.001336,10.1519,-42.447
0.001337,10.067,-42.4631
0.001338,9.98205,-42.4784
0.001339,9.89708,-42.4929
0.00134,9.81208,-42.5064
0.001341,9.72706,-42.5191
0.001342,9.64201,-42.5309
0.001343,9.55693,-42.5418
0.001344,9.47184,-42.5519
0.001345,9.38673,-42.561
0.001346,9.3016,-42.5693
0.001347,9.21645,-42.5768
0.001348,9.13129,-42.5834
0.001349,9.04612,-42.5891
0.00135,8.96093,-42.5939
0.001351,8.87574,-42.5979
0.001352,8.79054,-42.6011
0.001353,8.70534,-42.6033
0.001354,8.62013,-42.6048
0.001355,8.53492,-42.6053
0.001356,8.44971,-42.605
0.001357,8.3645,-42.6039
0.001358,8.27929,-42.6019
0.001359,8.19409,-42.5991
0.00136,8.1089,-42.5954
0.001361,8.2049,-42.5103
0.001362,8.3009,-42.4254
0.001363,8.3969,-42.3407
0.001364,8.4929,-42.2561
0.001365,8.5889,-42.1716
0.001366,8.6849,-42.0874
0.001367,8.7809,-42.0033
0.001368,8.8769,-41.9194
0.001369,8.9729,-41.8356
0.00137,9.06889,-41.752
0.001371,9.16489,-41.6686
0.001372,9.26089,-41.5854
0.001373,9.35689,-41.5023
0.001374,9.45289,-41.4193
0.001375,9.54889,-41.3366
0.001376,9.64489,-41.254
0.001377,9.74089,-41.1716
0.001378,9.83689,-41.0893
0.001379,9.93289,-41.0072
0.00138,10.0289,-40.9253
0.001381,10.1249,-40.8435
0.001382,10.2209,-40.7619
0.001383,10.3169,-40.6805
0.001384,10.4129,-40.5992
0.001385,10.5089,-40.5181
0.001386,10.6049,-40.4371
0.001387,10.7009,-40.3563
0.001388,10.7969,-40.2757
0.001389,10.8929,-40.1952
0.00139,10.9889,-40.1149
0.001391,11.0849,-40.0348
0.001392,11.1809,-39.9548
0.001393,11.2769,-39.8749
0.001394,11.3729,-39.7953
0.001395,11.4689,-39.7158
0.001396,11.5649,-39.6364
0.001397,11.6609,-39.5572
0.001398,11.7569,-39.4782
0.001399,11.8529,-39.3993
0.0014,11.9489,-39.3206
0.001401,12.0449,-39.242
0.001402,12.1409,-39.1636
0.001403,12.2369,-39.0854
0.001404,12.3329,-39.0073
0.001405,12.4289,-38.9293
0.001406,12.5249,-38.8516
0.001407,12.6209,-38.7739
0.001408,12.7169,-38.6965
0.001409,12.8129,-38.6191
0.00141,12.9089,-38.542
0.001411,13.0049,-38.465
0.001412,13.1009,-38.3881
0.001413,13.1969,-38.3114
0.001414,13.2929,-38.2349
0.001415,13.3889,-38.1585
0.001416,13.4849,-38.0822
0.001417,13.5809,-38.0061
0.001418,13.6769,-37.9302
0.001419,13.7729,-37.8544
0.00142,13.8689,-37.7788
0.001421,13.9649,-37.7033
0.001422,14.0609,-37.628
0.001423,14.1569,-37.5528
0.001424,14.2529,-37.4778
0.001425,14.3489,-37.4029
0.001426,14.4449,-37.3282
0.001427,14.5409,-37.2536
0.001428,14.6369,-37.1791
0.001429,14.7329,-37.1049
0.00143,14.8289,-37.0307
0.001431,14.9249,-36.9567
0.001432,15.0209,-36.8829
0.001433,15.1169,-36.8092
0.001434,15.2129,-36.7357
0.001435,15.3089,-36.6623
0.001436,15.4049,-36.589
0.001437,15.5009,-36.5159
0.001438,15.5969,-36.4429
0.001439,15.6929,-36.3701
0.00144,15.7889,-36.2975
0.001441,15.7162,-36.3821
0.001442,15.6433,-36.4658
0.001443,15.5702,-36.5489
0.001444,15.4971,-36.631
0.001445,15.4237,-36.7123
0.001446,15.3502,-36.7926
0.001447,15.2766,-36.8721
0.001448,15.2027,-36.9507
0.001449,15.1288,-37.0284
0.00145,15.0546,-37.1052
0.001451,14.9803,-37.181
0.001452,14.9059,-37.256
0.001453,14.8313,-37.3301
0.001454,14.7566,-37.4033
0.001455,14.6817,-37.4757
0.001456,14.6067,-37.5471
0.001457,14.5315,-37.6176
0.001458,14.4562,-37.6872
0.001459,14.3808,-37.756
0.00146,14.3052,-37.8238
0.001461,14.2295,-37.8908
0.001462,14.1536,-37.9568
0.001463,14.0776,-38.022
0.001464,14.0015,-38.0863
0.001465,13.9253,-38.1497
0.001466,13.8489,-38.2122
0.001467,13.7724,-38.2738
0.001468,13.6958,-38.3346
0.001469,13.6191,-38.3944
0.00147,13.5423,-38.4534
0.001471,13.4653,-38.5114
0.001472,13.3882,-38.5686
0.001473,13.311,-38.6249
0.001474,13.2337,-38.6804
0.001475,13.1563,-38.7349
0.001476,13.0788,-38.7885
0.001477,13.0011,-38.8413
0.001478,12.9234,-38.8932
0.001479,12.8456,-38.9442
0.00148,12.7676,-38.9943
0.001481,12.6896,-39.0436
0.001482,12.6115,-39.092
0.001483,12.5332,-39.1394
0.001484,12.4549,-39.1861
0.001485,12.3765,-39.2318
0.001486,12.298,-39.2767
0.001487,12.2194,-39.3207
0.001488,12.1407,-39.3638
0.001489,12.0619,-39.406
0.00149,11.9831,-39.4474
0.001491,11.9041,-39.4879
0.001492,11.8251,-39.5275
0.001493,11.746,-39.5663
0.001494,11.6668,-39.6042
0.001495,11.5876,-39.6412
0.001496,11.5083,-39.6774
0.001497,11.4289,-39.7127
0.001498,11.3494,-39.7471
0.001499,11.2699,-39.7807
0.0015,11.1903,-39.8134
0.001501,11.1107,-39.8452
0.001502,11.0309,-39.8762
0.001503,10.9511,-39.9063
0.001504,10.8713,-39.9356
0.001505,10.7914,-39.964
0.001506,10.7115,-39.9916
0.001507,10.6314,-40.0183
0.001508,10.5514,-40.0441
0.001509,10.4713,-40.0691
0.00151,10.3911,-40.0933
0.001511,10.3109,-40.1166
0.001512,10.2306,-40.139
0.001513,10.1503,-40.1606
0.001514,10.07,-40.1814
0.001515,9.98961,-40.2013
0.001516,9.90919,-40.2204
0.001517,9.82873,-40.2386
0.001518,9.74824,-40.256
0.001519,9.66771,-40.2725
0.00152,9.58715,-40.2883
0.001521,9.50655,-40.3031
0.001522,9.42593,-40.3172
0.001523,9.34529,-40.3304
0.001524,9.26461,-40.3428
0.001525,9.18392,-40.3543
0.001526,9.1032,-40.365
0.001527,9.02246,-40.3749
0.001528,8.9417,-40.384
0.001529,8.86092,-40.3922
0.00153,8.78013,-40.3996
0.001531,8.69932,-40.4062
0.001532,8.6185,-40.412
0.001533,8.53768,-40.4169
0.001534,8.45684,-40.4211
0.001535,8.37599,-40.4244
0.001536,8.29514,-40.4269
0.001537,8.21428,-40.4286
0.001538,8.13343,-40.4295
0.001539,8.05257,-40.4295
0.00154,7.97171,-40.4288
0.001541,7.89085,-40.4273
0.001542,7.81,-40.4249
0.001543,7.72915,-40.4218
0.001544,7.64831,-40.4178
0.001545,7.56748,-40.4131
0.001546,7.48666,-40.4075
0.001547,7.40585,-40.4012
0.001548,7.32506,-40.394
0.001549,7.24428,-40.3861
0.00155,7.16351,-40.3774
0.001551,7.08277,-40.3678
0.001552,7.00204,-40.3575
0.001553,6.92134,-40.3465
0.001554,6.84066,-40.3346
0.001555,6.76,-40.3219
0.001556,6.67937,-40.3085
0.001557,6.59877,-40.2943
0.001558,6.51819,-40.2793
0.001559,6.43765,-40.2635
0.00156,6.35714,-40.247
0.001561,6.45314,-40.1666
0.001562,6.54914,-40.0864
0.001563,6.64514,-40.0063
0.001564,6.74114,-39.9264
0.001565,6.83714,-39.8466
0.001566,6.93314,-39.767
0.001567,7.02914,-39.6875
0.001568,7.12514,-39.6082
0.001569,7.22114,-39.5291
0.00157,7.31714,-39.4501
0.001571,7.41314,-39.3713
0.001572,7.50914,-39.2926
0.001573,7.60514,-39.2141
0.001574,7.70114,-39.1358
0.001575,7.79714,-39.0576
0.001576,7.89314,-38.9796
0.001577,7.98914,-38.9017
0.001578,8.08514,-38.824
0.001579,8.18114,-38.7464
0.00158,8.27714,-38.669
0.001581,8.37314,-38.5917
0.001582,8.46914,-38.5146
0.001583,8.56514,-38.4376
0.001584,8.66114,-38.3608
0.001585,8.75714,-38.2842
0.001586,8.85313,-38.2077
0.001587,8.94913,-38.1314
0.001588,9.04513,-38.0552
0.001589,9.14113,-37.9792
0.00159,9.23713,-37.9033
0.001591,9.33313,-37.8275
0.001592,9.42913,-37.752
0.001593,9.52513,-37.6765
0.001594,9.62113,-37.6013
0.001595,9.71713,-37.5261
0.001596,9.81313,-37.4511
0.001597,9.90913,-37.3763
0.001598,10.0051,-37.3016
0.001599,10.1011,-37.2271
0.0016,10.1971,-37.1527
0.001601,10.2931,-37.0785
0.001602,10.3891,-37.0044
0.001603,10.4851,-36.9305
0.001604,10.5811,-36.8567
0.001605,10.6771,-36.7831
0.001606,10.7731,-36.7096
0.001607,10.8691,-36.6362
0.001608,10.9651,-36.563
0.001609,11.0611,-36.49
0.00161,11.1571,-36.4171
0.001611,11.2531,-36.3443
0.001612,11.3491,-36.2717
0.001613,11.4451,-36.1992
0.001614,11.5411,-36.1269
0.001615,11.6371,-36.0547
0.001616,11.7331,-35.9827
0.001617,11.8291,-35.9108
0.001618,11.9251,-35.839
0.001619,12.0211,-35.7674
0.00162,12.1171,-35.696
0.001621,12.2131,-35.6246
0.001622,12.3091,-35.5535
0.001623,12.4051,-35.4824
0.001624,12.5011,-35.4115
0.001625,12.5971,-35.3408
0.001626,12.6931,-35.2702
0.001627,12.7891,-35.1997
0.001628,12.8851,-35.1294
0.001629,12.9811,-35.0592
0.00163,13.0771,-34.9891
0.001631,13.1731,-34.9192
0.001632,13.2691,-34.8494
0.001633,13.3651,-34.7798
0.001634,13.4611,-34.7103
0.001635,13.5571,-34.641
0.001636,13.6531,-34.5718
0.001637,13.7491,-34.5027
0.001638,13.8451,-34.4338
0.001639,13.9411,-34.365
0.00164,14.0371,-34.2963
0.001641,13.9684,-34.3674
0.001642,13.8996,-34.4378
0.001643,13.8306,-34.5075
0.001644,13.7616,-34.5764
0.001645,13.6923,-34.6444
0.001646,13.623,-34.7116
0.001647,13.5535,-34.778
0.001648,13.4839,-34.8436
0.001649,13.4141,-34.9083
0.00165,13.3442,-34.9722
0.001651,13.2742,-35.0353
0.001652,13.2041,-35.0976
0.001653,13.1338,-35.159
0.001654,13.0635,-35.2196
0.001655,12.993,-35.2794
0.001656,12.9223,-35.3384
0.001657,12.8516,-35.3965
0.001658,12.7807,-35.4538
0.001659,12.7098,-35.5103
0.00166,12.6387,-35.566
0.001661,12.5675,-35.6208
0.001662,12.4962,-35.6748
0.001663,12.4248,-35.728
0.001664,12.3533,-35.7804
0.001665,12.2817,-35.832
0.001666,12.21,-35.8827
0.001667,12.1382,-35.9326
0.001668,12.0663,-35.9817
0.001669,11.9942,-36.03
0.00167,11.9221,-36.0775
0.001671,11.8499,-36.1242
0.001672,11.7776,-36.17
0.001673,11.7053,-36.215
0.001674,11.6328,-36.2593
0.001675,11.5602,-36.3027
0.001676,11.4876,-36.3453
0.001677,11.4148,-36.387
0.001678,11.342,-36.428
0.001679,11.2691,-36.4682
0.00168,11.1961,-36.5075
0.001681,11.1231,-36.5461
0.001682,11.05,-36.5838
0.001683,10.9768,-36.6207
0.001684,10.9035,-36.6568
0.001685,10.8301,-36.6922
0.001686,10.7567,-36.7267
0.001687,10.6832,-36.7604
0.001688,10.6097,-36.7933
0.001689,10.5361,-36.8254
0.00169,10.4624,-36.8567
0.001691,10.3886,-36.8872
0.001692,10.3148,-36.9169
0.001693,10.241,-36.9459
0.001694,10.167,-36.974
0.001695,10.0931,-37.0013
0.001696,10.019,-37.0278
0.001697,9.94495,-37.0536
0.001698,9.87082,-37.0785
0.001699,9.79664,-37.1027
0.0017,9.72241,-37.126
0.001701,9.64814,-37.1486
0.001702,9.57382,-37.1704
0.001703,9.49945,-37.1914
0.001704,9.42505,-37.2116
0.001705,9.35061,-37.2311
0.001706,9.27613,-37.2497
0.001707,9.20161,-37.2676
0.001708,9.12706,-37.2847
0.001709,9.05247,-37.301
0.00171,8.97785,-37.3165
0.001711,8.90321,-37.3313
0.001712,8.82853,-37.3453
0.001713,8.75382,-37.3585
0.001714,8.6791,-37.3709
0.001715,8.60434,-37.3826
0.001716,8.52957,-37.3935
0.001717,8.45477,-37.4036
0.001718,8.37995,-37.413
0.001719,8.30512,-37.4215
0.00172,8.23027,-37.4294
0.001721,8.1554,-37.4364
0.001722,8.08052,-37.4427
0.001723,8.00563,-37.4483
0.001724,7.93073,-37.4531
0.001725,7.85582,-37.4571
0.001726,7.7809,-37.4603
0.001727,7.70598,-37.4629
0.001728,7.63105,-37.4646
0.001729,7.55612,-37.4656
0.00173,7.48119,-37.4659
0.001731,7.40626,-37.4654
0.001732,7.33133,-37.4641
