Time,I(Le),I(L),Vc
0.039822,23.7118,35.6516,90.6219
0.039823,23.7234,35.6629,90.3993
0.039824,23.7354,35.6741,90.1766
0.039825,23.7478,35.6852,89.954
0.039826,23.7605,35.6962,89.7313
0.039827,23.7736,35.707,89.5087
0.039828,23.787,35.7177,89.286
0.039829,23.8009,35.7283,89.0634
0.03983,23.815,35.7388,88.8408
0.039831,23.8296,35.7492,88.6182
0.039832,23.8445,35.7595,88.3957
0.039833,23.8598,35.7696,88.1733
0.039834,23.8754,35.7797,87.9509
0.039835,23.8915,35.7896,87.7286
0.039836,23.9078,35.7994,87.5063
0.039837,23.9246,35.8091,87.2842
0.039838,23.9417,35.8186,87.0622
0.039839,23.9591,35.8281,86.8403
0.03984,23.977,35.8374,86.6185
0.039841,23.9951,35.8467,86.3968
0.039842,24.0137,35.8558,86.1753
0.039843,24.0326,35.8648,85.954
0.039844,24.0519,35.8736,85.7328
0.039845,24.0715,35.8824,85.5118
0.039846,24.0915,35.8911,85.291
0.039847,24.1118,35.8996,85.0703
0.039848,24.1325,35.908,84.8499
0.039849,24.1536,35.9163,84.6297
0.03985,24.175,35.9245,84.4097
0.039851,24.1968,35.9326,84.1899
0.039852,24.2189,35.9406,83.9703
0.039853,24.2414,35.9485,83.751
0.039854,24.2642,35.9562,83.532
0.039855,24.2874,35.9638,83.3132
0.039856,24.3109,35.9714,83.0948
0.039857,24.3348,35.9788,82.8766
0.039858,24.359,35.9861,82.6586
0.039859,24.3836,35.9933,82.441
0.03986,24.4085,36.0004,82.2237
0.039861,24.4338,36.0073,82.0068
0.039862,24.4595,36.0142,81.7901
0.039863,24.4854,36.0209,81.5738
0.039864,24.5118,36.0276,81.3579
0.039865,24.5384,36.0341,81.1423
0.039866,24.5654,36.0405,80.9271
0.039867,24.5928,36.0469,80.7123
0.039868,24.6205,36.0531,80.4978
0.039869,24.6485,36.0592,80.2837
0.03987,24.6769,36.0651,80.0701
0.039871,24.693,36.0321,80.5639
0.039872,24.7084,35.9991,81.058
0.039873,24.723,35.9661,81.5523
0.039874,24.7369,35.9332,82.0469
0.039875,24.7499,35.9002,82.5417
0.039876,24.7621,35.8673,83.0369
0.039877,24.7734,35.8343,83.5322
0.039878,24.7839,35.8014,84.0278
0.039879,24.7936,35.7685,84.5236
0.03988,24.8025,35.7356,85.0195
0.039881,24.8105,35.7028,85.5157
0.039882,24.8177,35.6699,86.0119
0.039883,24.824,35.6371,86.5084
0.039884,24.8295,35.6043,87.0049
0.039885,24.8342,35.5715,87.5015
0.039886,24.8381,35.5387,87.9982
0.039887,24.8411,35.506,88.495
0.039888,24.8433,35.4732,88.9919
0.039889,24.8447,35.4405,89.4888
0.03989,24.8452,35.4078,89.9857
0.039891,24.8449,35.3751,90.4826
0.039892,24.8438,35.3424,90.9795
0.039893,24.8419,35.3097,91.4763
0.039894,24.8391,35.2771,91.9731
0.039895,24.8355,35.2445,92.4699
0.039896,24.8311,35.2119,92.9665
0.039897,24.8259,35.1793,93.4631
0.039898,24.8198,35.1467,93.9596
0.039899,24.8129,35.1141,94.4559
0.0399,24.8052,35.0816,94.9521
0.039901,24.7967,35.049,95.4481
0.039902,24.7873,35.0165,95.9439
0.039903,24.7771,34.984,96.4396
0.039904,24.7661,34.9515,96.935
0.039905,24.7543,34.9191,97.4302
0.039906,24.7417,34.8866,97.9252
0.039907,24.7283,34.8542,98.4199
0.039908,24.714,34.8218,98.9143
0.039909,24.6989,34.7894,99.4084
0.03991,24.683,34.757,99.9022
0.039911,24.6663,34.7246,100.396
0.039912,24.6488,34.6922,100.889
0.039913,24.6305,34.6599,101.382
0.039914,24.6114,34.6276,101.874
0.039915,24.5914,34.5953,102.366
0.039916,24.5707,34.563,102.858
0.039917,24.5492,34.5307,103.349
0.039918,24.5268,34.4985,103.84
0.039919,24.5037,34.4662,104.33
0.03992,24.4797,34.434,104.82
0.039921,24.455,34.4018,105.309
0.039922,24.4294,34.3696,105.798
0.039923,24.4031,34.3374,106.286
0.039924,24.3759,34.3052,106.774
0.039925,24.348,34.2731,107.261
0.039926,24.3192,34.241,107.748
0.039927,24.2897,34.2089,108.234
0.039928,24.2594,34.1768,108.72
0.039929,24.2283,34.1447,109.205
0.03993,24.1964,34.1126,109.689
0.039931,24.1754,34.1344,109.509
0.039932,24.1548,34.1561,109.329
0.039933,24.1343,34.1778,109.148
0.039934,24.1142,34.1993,108.966
0.039935,24.0944,34.2207,108.784
0.039936,24.075,34.242,108.6
0.039937,24.0559,34.2632,108.416
0.039938,24.037,34.2843,108.231
0.039939,24.0186,34.3053,108.045
0.03994,24.0004,34.3262,107.858
0.039941,23.9826,34.347,107.67
0.039942,23.9651,34.3677,107.482
0.039943,23.948,34.3882,107.293
0.039944,23.9312,34.4087,107.103
0.039945,23.9147,34.429,106.912
0.039946,23.8986,34.4492,106.721
0.039947,23.8828,34.4694,106.528
0.039948,23.8673,34.4894,106.335
0.039949,23.8522,34.5093,106.141
0.03995,23.8374,34.5291,105.947
0.039951,23.823,34.5487,105.752
0.039952,23.8089,34.5683,105.556
0.039953,23.7951,34.5878,105.359
0.039954,23.7817,34.6071,105.162
0.039955,23.7687,34.6263,104.964
0.039956,23.7559,34.6455,104.765
0.039957,23.7436,34.6645,104.566
0.039958,23.7316,34.6834,104.366
0.039959,23.7199,34.7021,104.165
0.03996,23.7086,34.7208,103.964
0.039961,23.6976,34.7394,103.762
0.039962,23.687,34.7578,103.559
0.039963,23.6767,34.7761,103.356
0.039964,23.6668,34.7944,103.152
0.039965,23.6572,34.8125,102.948
0.039966,23.648,34.8304,102.743
0.039967,23.6391,34.8483,102.537
0.039968,23.6306,34.8661,102.331
0.039969,23.6225,34.8837,102.124
0.03997,23.6147,34.9012,101.917
0.039971,23.6073,34.9187,101.709
0.039972,23.6002,34.936,101.501
0.039973,23.5935,34.9531,101.292
0.039974,23.5871,34.9702,101.083
0.039975,23.5812,34.9872,100.873
0.039976,23.5755,35.004,100.663
0.039977,23.5702,35.0207,100.452
0.039978,23.5653,35.0373,100.241
0.039979,23.5608,35.0538,100.029
0.03998,23.5566,35.0702,99.8169
0.039981,23.5528,35.0864,99.6042
0.039982,23.5493,35.1026,99.3912
0.039983,23.5462,35.1186,99.1777
0.039984,23.5435,35.1345,98.9638
0.039985,23.5411,35.1503,98.7495
0.039986,23.5391,35.1659,98.5348
0.039987,23.5375,35.1815,98.3197
0.039988,23.5362,35.1969,98.1042
0.039989,23.5353,35.2122,97.8883
0.03999,23.5347,35.2274,97.6721
0.039991,23.5346,35.2425,97.4556
0.039992,23.5348,35.2575,97.2387
0.039993,23.5353,35.2723,97.0215
0.039994,23.5362,35.2871,96.8039
0.039995,23.5375,35.3017,96.5861
0.039996,23.5392,35.3162,96.3679
0.039997,23.5412,35.3305,96.1495
0.039998,23.5436,35.3448,95.9308
0.039999,23.5464,35.3589,95.7118
0.04,23.5495,35.3729,95.4925
0.040001,23.553,35.3869,95.273
0.040002,23.5569,35.4006,95.0533
0.040003,23.5611,35.4143,94.8333
0.040004,23.5657,35.4279,94.6131
0.040005,23.5707,35.4413,94.3927
0.040006,23.5761,35.4546,94.172
0.040007,23.5818,35.4678,93.9512
0.040008,23.5879,35.4809,93.7302
0.040009,23.5943,35.4938,93.5091
0.04001,23.6012,35.5067,93.2877
0.040011,23.6084,35.5194,93.0662
0.040012,23.6159,35.532,92.8446
0.040013,23.6239,35.5445,92.6228
0.040014,23.6322,35.5569,92.4009
0.040015,23.6408,35.5691,92.1789
0.040016,23.6499,35.5813,91.9567
0.040017,23.6593,35.5933,91.7345
0.040018,23.6691,35.6052,91.5122
0.040019,23.6792,35.617,91.2898
0.04002,23.6897,35.6286,91.0674
0.040021,23.7006,35.6402,90.8449
0.040022,23.7119,35.6516,90.6223
0.040023,23.7235,35.6629,90.3997
0.040024,23.7355,35.6741,90.1771
0.040025,23.7478,35.6852,89.9544
0.040026,23.7605,35.6962,89.7318
0.040027,23.7736,35.707,89.5091
0.040028,23.7871,35.7177,89.2864
0.040029,23.8009,35.7283,89.0638
0.04003,23.8151,35.7388,88.8412
0.040031,23.8296,35.7492,88.6187
0.040032,23.8446,35.7595,88.3961
0.040033,23.8598,35.7696,88.1737
0.040034,23.8755,35.7797,87.9513
0.040035,23.8915,35.7896,87.729
0.040036,23.9079,35.7994,87.5068
0.040037,23.9246,35.8091,87.2846
0.040038,23.9417,35.8186,87.0626
0.040039,23.9592,35.8281,86.8407
0.04004,23.977,35.8374,86.6189
0.040041,23.9952,35.8467,86.3973
0.040042,24.0137,35.8558,86.1758
0.040043,24.0326,35.8648,85.9544
0.040044,24.0519,35.8736,85.7332
0.040045,24.0715,35.8824,85.5122
0.040046,24.0915,35.8911,85.2914
0.040047,24.1118,35.8996,85.0708
0.040048,24.1325,35.908,84.8503
0.040049,24.1536,35.9163,84.6301
0.04005,24.175,35.9245,84.4101
0.040051,24.1968,35.9326,84.1903
0.040052,24.2189,35.9406,83.9708
0.040053,24.2414,35.9485,83.7515
0.040054,24.2642,35.9562,83.5324
0.040055,24.2874,35.9638,83.3137
0.040056,24.3109,35.9714,83.0952
0.040057,24.3348,35.9788,82.877
0.040058,24.359,35.9861,82.6591
0.040059,24.3836,35.9933,82.4415
0.04006,24.4086,36.0004,82.2242
0.040061,24.4338,36.0073,82.0072
0.040062,24.4595,36.0142,81.7906
0.040063,24.4855,36.0209,81.5743
0.040064,24.5118,36.0276,81.3583
0.040065,24.5384,36.0341,81.1428
0.040066,24.5655,36.0405,80.9275
0.040067,24.5928,36.0469,80.7127
0.040068,24.6205,36.0531,80.4982
0.040069,24.6485,36.0592,80.2842
0.04007,24.6769,36.0651,80.0705
0.040071,24.6931,36.0321,80.5643
0.040072,24.7084,35.9991,81.0584
0.040073,24.723,35.9661,81.5527
0.040074,24.7369,35.9332,82.0473
0.040075,24.7499,35.9002,82.5422
0.040076,24.7621,35.8673,83.0373
0.040077,24.7734,35.8343,83.5327
0.040078,24.7839,35.8014,84.0282
0.040079,24.7936,35.7685,84.524
0.04008,24.8025,35.7357,85.02
0.040081,24.8105,35.7028,85.5161
0.040082,24.8177,35.6699,86.0124
0.040083,24.824,35.6371,86.5088
0.040084,24.8295,35.6043,87.0053
0.040085,24.8342,35.5715,87.502
0.040086,24.8381,35.5387,87.9987
0.040087,24.8411,35.506,88.4955
0.040088,24.8433,35.4732,88.9923
0.040089,24.8447,35.4405,89.4892
0.04009,24.8452,35.4078,89.9861
0.040091,24.8449,35.3751,90.483
0.040092,24.8438,35.3424,90.9799
0.040093,24.8419,35.3098,91.4768
0.040094,24.8391,35.2771,91.9736
0.040095,24.8355,35.2445,92.4703
0.040096,24.8311,35.2119,92.967
0.040097,24.8259,35.1793,93.4635
0.040098,24.8198,35.1467,93.96
0.040099,24.8129,35.1141,94.4563
0.0401,24.8052,35.0816,94.9525
0.040101,24.7966,35.049,95.4485
0.040102,24.7873,35.0165,95.9444
0.040103,24.7771,34.984,96.44
0.040104,24.7661,34.9515,96.9354
0.040105,24.7543,34.9191,97.4306
0.040106,24.7417,34.8866,97.9256
0.040107,24.7282,34.8542,98.4203
0.040108,24.714,34.8218,98.9147
0.040109,24.6989,34.7894,99.4089
0.04011,24.683,34.757,99.9027
0.040111,24.6663,34.7246,100.396
0.040112,24.6488,34.6922,100.889
0.040113,24.6305,34.6599,101.382
0.040114,24.6114,34.6276,101.875
0.040115,24.5914,34.5953,102.367
0.040116,24.5707,34.563,102.858
0.040117,24.5491,34.5307,103.349
0.040118,24.5268,34.4985,103.84
0.040119,24.5036,34.4662,104.33
0.04012,24.4797,34.434,104.82
0.040121,24.4549,34.4018,105.31
0.040122,24.4294,34.3696,105.798
0.040123,24.403,34.3374,106.287
0.040124,24.3759,34.3053,106.775
0.040125,24.3479,34.2731,107.262
0.040126,24.3192,34.241,107.748
0.040127,24.2897,34.2089,108.235
0.040128,24.2594,34.1768,108.72
0.040129,24.2283,34.1447,109.205
0.04013,24.1964,34.1126,109.689
0.040131,24.1754,34.1344,109.51
0.040132,24.1547,34.1561,109.33
0.040133,24.1343,34.1778,109.149
0.040134,24.1142,34.1993,108.967
0.040135,24.0944,34.2207,108.784
0.040136,24.0749,34.242,108.601
0.040137,24.0558,34.2632,108.416
0.040138,24.037,34.2843,108.231
0.040139,24.0185,34.3053,108.045
0.04014,24.0004,34.3262,107.859
0.040141,23.9826,34.347,107.671
0.040142,23.9651,34.3677,107.482
0.040143,23.948,34.3882,107.293
0.040144,23.9311,34.4087,107.103
0.040145,23.9147,34.429,106.913
0.040146,23.8985,34.4492,106.721
0.040147,23.8827,34.4694,106.529
0.040148,23.8673,34.4894,106.336
0.040149,23.8522,34.5093,106.142
0.04015,23.8374,34.5291,105.947
0.040151,23.8229,34.5487,105.752
0.040152,23.8088,34.5683,105.556
0.040153,23.7951,34.5878,105.36
0.040154,23.7817,34.6071,105.162
0.040155,23.7686,34.6263,104.964
0.040156,23.7559,34.6455,104.765
0.040157,23.7435,34.6645,104.566
0.040158,23.7315,34.6834,104.366
0.040159,23.7198,34.7022,104.165
0.04016,23.7085,34.7208,103.964
0.040161,23.6975,34.7394,103.762
0.040162,23.6869,34.7578,103.559
0.040163,23.6766,34.7762,103.356
0.040164,23.6667,34.7944,103.152
0.040165,23.6572,34.8125,102.948
0.040166,23.6479,34.8305,102.743
0.040167,23.6391,34.8483,102.538
0.040168,23.6306,34.8661,102.331
0.040169,23.6224,34.8837,102.125
0.04017,23.6147,34.9013,101.918
0.040171,23.6072,34.9187,101.71
0.040172,23.6002,34.936,101.502
0.040173,23.5934,34.9532,101.293
0.040174,23.5871,34.9702,101.083
0.040175,23.5811,34.9872,100.874
0.040176,23.5755,35.004,100.663
0.040177,23.5702,35.0207,100.452
0.040178,23.5653,35.0373,100.241
0.040179,23.5607,35.0538,100.029
0.04018,23.5565,35.0702,99.8173
0.040181,23.5527,35.0864,99.6046
0.040182,23.5492,35.1026,99.3916
0.040183,23.5461,35.1186,99.1781
0.040184,23.5434,35.1345,98.9642
0.040185,23.541,35.1503,98.7498
0.040186,23.539,35.1659,98.5351
0.040187,23.5374,35.1815,98.32
0.040188,23.5361,35.1969,98.1046
0.040189,23.5352,35.2122,97.8887
0.04019,23.5347,35.2274,97.6725
0.040191,23.5345,35.2425,97.456
0.040192,23.5347,35.2575,97.2391
0.040193,23.5352,35.2723,97.0218
0.040194,23.5362,35.2871,96.8043
0.040195,23.5375,35.3017,96.5865
0.040196,23.5391,35.3162,96.3683
0.040197,23.5411,35.3305,96.1499
0.040198,23.5435,35.3448,95.9311
0.040199,23.5463,35.3589,95.7121
0.0402,23.5494,35.373,95.4929
0.040201,23.5529,35.3869,95.2734
0.040202,23.5568,35.4007,95.0536
0.040203,23.5611,35.4143,94.8336
0.040204,23.5657,35.4279,94.6134
0.040205,23.5706,35.4413,94.393
0.040206,23.576,35.4546,94.1724
0.040207,23.5817,35.4678,93.9516
0.040208,23.5878,35.4809,93.7306
0.040209,23.5943,35.4939,93.5094
0.04021,23.6011,35.5067,93.288
0.040211,23.6083,35.5194,93.0665
0.040212,23.6158,35.532,92.8449
0.040213,23.6238,35.5445,92.6231
0.040214,23.6321,35.5569,92.4012
0.040215,23.6407,35.5691,92.1792
0.040216,23.6498,35.5813,91.957
0.040217,23.6592,35.5933,91.7348
0.040218,23.669,35.6052,91.5125
0.040219,23.6791,35.617,91.2901
0.04022,23.6896,35.6286,91.0677
0.040221,23.7005,35.6402,90.8451
0.040222,23.7118,35.6516,90.6226
0.040223,23.7234,35.6629,90.4
0.040224,23.7354,35.6741,90.1773
0.040225,23.7477,35.6852,89.9547
0.040226,23.7604,35.6962,89.732
0.040227,23.7735,35.707,89.5094
0.040228,23.787,35.7178,89.2867
0.040229,23.8008,35.7284,89.0641
0.04023,23.815,35.7389,88.8415
0.040231,23.8295,35.7492,88.6189
0.040232,23.8445,35.7595,88.3964
0.040233,23.8597,35.7697,88.1739
0.040234,23.8754,35.7797,87.9515
0.040235,23.8914,35.7896,87.7292
0.040236,23.9078,35.7994,87.507
0.040237,23.9245,35.8091,87.2849
0.040238,23.9416,35.8187,87.0629
0.040239,23.9591,35.8281,86.8409
0.04024,23.9769,35.8374,86.6192
0.040241,23.9951,35.8467,86.3975
0.040242,24.0136,35.8558,86.176
0.040243,24.0325,35.8648,85.9547
0.040244,24.0518,35.8737,85.7335
0.040245,24.0714,35.8824,85.5125
0.040246,24.0914,35.8911,85.2916
0.040247,24.1117,35.8996,85.071
0.040248,24.1324,35.908,84.8505
0.040249,24.1535,35.9164,84.6303
0.04025,24.1749,35.9246,84.4103
0.040251,24.1967,35.9326,84.1905
0.040252,24.2188,35.9406,83.971
0.040253,24.2413,35.9485,83.7517
0.040254,24.2641,35.9562,83.5327
0.040255,24.2873,35.9639,83.3139
0.040256,24.3108,35.9714,83.0954
0.040257,24.3347,35.9788,82.8772
0.040258,24.3589,35.9861,82.6593
0.040259,24.3835,35.9933,82.4417
0.04026,24.4085,36.0004,82.2244
0.040261,24.4337,36.0074,82.0074
0.040262,24.4594,36.0142,81.7908
0.040263,24.4854,36.021,81.5745
0.040264,24.5117,36.0276,81.3585
0.040265,24.5383,36.0341,81.1429
0.040266,24.5654,36.0406,80.9277
0.040267,24.5927,36.0469,80.7129
0.040268,24.6204,36.0531,80.4984
0.040269,24.6484,36.0592,80.2843
0.04027,24.6768,36.0652,80.0707
0.040271,24.693,36.0321,80.5645
0.040272,24.7083,35.9991,81.0586
0.040273,24.7229,35.9662,81.5529
0.040274,24.7368,35.9332,82.0475
0.040275,24.7498,35.9002,82.5423
0.040276,24.762,35.8673,83.0374
0.040277,24.7733,35.8344,83.5328
0.040278,24.7838,35.8014,84.0284
0.040279,24.7935,35.7686,84.5241
0.04028,24.8024,35.7357,85.0201
0.040281,24.8104,35.7028,85.5162
0.040282,24.8176,35.67,86.0125
0.040283,24.8239,35.6371,86.5089
0.040284,24.8294,35.6043,87.0055
0.040285,24.8341,35.5715,87.5021
0.040286,24.838,35.5388,87.9988
0.040287,24.841,35.506,88.4956
0.040288,24.8432,35.4733,88.9924
0.040289,24.8446,35.4405,89.4893
0.04029,24.8451,35.4078,89.9862
0.040291,24.8448,35.3751,90.4831
0.040292,24.8437,35.3424,90.98
0.040293,24.8418,35.3098,91.4769
0.040294,24.839,35.2771,91.9737
0.040295,24.8354,35.2445,92.4704
0.040296,24.831,35.2119,92.9671
0.040297,24.8257,35.1793,93.4636
0.040298,24.8197,35.1467,93.9601
0.040299,24.8128,35.1141,94.4564
0.0403,24.8051,35.0816,94.9526
0.040301,24.7965,35.0491,95.4486
0.040302,24.7872,35.0165,95.9445
0.040303,24.777,34.984,96.4401
0.040304,24.766,34.9516,96.9355
0.040305,24.7542,34.9191,97.4307
0.040306,24.7416,34.8866,97.9257
0.040307,24.7281,34.8542,98.4204
0.040308,24.7139,34.8218,98.9148
0.040309,24.6988,34.7894,99.4089
0.04031,24.6829,34.757,99.9027
0.040311,24.6662,34.7246,100.396
0.040312,24.6487,34.6923,100.889
0.040313,24.6304,34.6599,101.382
0.040314,24.6113,34.6276,101.875
0.040315,24.5913,34.5953,102.367
0.040316,24.5706,34.563,102.858
0.040317,24.549,34.5307,103.349
0.040318,24.5267,34.4985,103.84
0.040319,24.5035,34.4662,104.33
0.04032,24.4796,34.434,104.82
0.040321,24.4548,34.4018,105.31
0.040322,24.4293,34.3696,105.799
0.040323,24.4029,34.3374,106.287
0.040324,24.3758,34.3053,106.775
0.040325,24.3478,34.2731,107.262
0.040326,24.3191,34.241,107.749
0.040327,24.2896,34.2089,108.235
0.040328,24.2593,34.1768,108.72
0.040329,24.2282,34.1447,109.205
0.04033,24.1963,34.1126,109.689
0.040331,24.1753,34.1345,109.51
0.040332,24.1546,34.1562,109.33
0.040333,24.1342,34.1778,109.149
0.040334,24.1141,34.1993,108.967
0.040335,24.0943,34.2207,108.784
0.040336,24.0748,34.2421,108.601
0.040337,24.0557,34.2633,108.416
0.040338,24.0369,34.2844,108.231
0.040339,24.0184,34.3054,108.045
0.04034,24.0003,34.3262,107.859
0.040341,23.9825,34.347,107.671
0.040342,23.965,34.3677,107.482
0.040343,23.9479,34.3882,107.293
0.040344,23.931,34.4087,107.103
0.040345,23.9146,34.429,106.912
0.040346,23.8984,34.4493,106.721
0.040347,23.8826,34.4694,106.529
0.040348,23.8672,34.4894,106.336
0.040349,23.852,34.5093,106.142
0.04035,23.8373,34.5291,105.947
0.040351,23.8228,34.5488,105.752
0.040352,23.8087,34.5683,105.556
0.040353,23.795,34.5878,105.359
0.040354,23.7816,34.6071,105.162
0.040355,23.7685,34.6264,104.964
0.040356,23.7558,34.6455,104.765
0.040357,23.7434,34.6645,104.566
0.040358,23.7314,34.6834,104.366
0.040359,23.7197,34.7022,104.165
0.04036,23.7084,34.7208,103.964
0.040361,23.6974,34.7394,103.762
0.040362,23.6868,34.7578,103.559
0.040363,23.6765,34.7762,103.356
0.040364,23.6666,34.7944,103.152
0.040365,23.6571,34.8125,102.948
0.040366,23.6478,34.8305,102.743
0.040367,23.639,34.8484,102.538
0.040368,23.6305,34.8661,102.331
0.040369,23.6223,34.8838,102.125
0.04037,23.6146,34.9013,101.917
0.040371,23.6071,34.9187,101.71
0.040372,23.6001,34.936,101.501
0.040373,23.5933,34.9532,101.293
0.040374,23.587,34.9702,101.083
0.040375,23.581,34.9872,100.873
0.040376,23.5754,35.004,100.663
0.040377,23.5701,35.0207,100.452
0.040378,23.5652,35.0373,100.241
0.040379,23.5606,35.0538,100.029
0.04038,23.5564,35.0702,99.8171
0.040381,23.5526,35.0865,99.6045
0.040382,23.5491,35.1026,99.3914
0.040383,23.546,35.1186,99.1779
0.040384,23.5433,35.1345,98.964
0.040385,23.5409,35.1503,98.7497
0.040386,23.5389,35.166,98.535
0.040387,23.5373,35.1815,98.3199
0.040388,23.536,35.1969,98.1044
0.040389,23.5351,35.2123,97.8886
0.04039,23.5346,35.2275,97.6724
0.040391,23.5344,35.2425,97.4558
0.040392,23.5346,35.2575,97.2389
0.040393,23.5351,35.2724,97.0217
0.040394,23.5361,35.2871,96.8041
0.040395,23.5374,35.3017,96.5863
0.040396,23.539,35.3162,96.3681
0.040397,23.5411,35.3306,96.1497
0.040398,23.5434,35.3448,95.931
0.040399,23.5462,35.359,95.712
0.0404,23.5493,35.373,95.4927
0.040401,23.5529,35.3869,95.2732
0.040402,23.5567,35.4007,95.0534
0.040403,23.561,35.4143,94.8335
0.040404,23.5656,35.4279,94.6132
0.040405,23.5706,35.4413,94.3928
0.040406,23.5759,35.4546,94.1722
0.040407,23.5816,35.4678,93.9514
0.040408,23.5877,35.4809,93.7304
0.040409,23.5942,35.4939,93.5092
0.04041,23.601,35.5067,93.2878
0.040411,23.6082,35.5194,93.0663
0.040412,23.6157,35.532,92.8447
0.040413,23.6237,35.5445,92.6229
0.040414,23.632,35.5569,92.401
0.040415,23.6407,35.5692,92.179
0.040416,23.6497,35.5813,91.9568
0.040417,23.6591,35.5933,91.7346
0.040418,23.6689,35.6052,91.5123
0.040419,23.679,35.617,91.2899
0.04042,23.6895,35.6287,91.0675
0.040421,23.7004,35.6402,90.8449
0.040422,23.7117,35.6516,90.6224
0.040423,23.7233,35.663,90.3998
0.040424,23.7353,35.6741,90.1771
0.040425,23.7476,35.6852,89.9545
0.040426,23.7604,35.6962,89.7318
0.040427,23.7735,35.707,89.5092
0.040428,23.7869,35.7178,89.2865
0.040429,23.8007,35.7284,89.0639
0.04043,23.8149,35.7389,88.8413
0.040431,23.8295,35.7493,88.6187
0.040432,23.8444,35.7595,88.3962
0.040433,23.8597,35.7697,88.1737
0.040434,23.8753,35.7797,87.9513
0.040435,23.8913,35.7896,87.729
0.040436,23.9077,35.7994,87.5068
0.040437,23.9244,35.8091,87.2846
0.040438,23.9415,35.8187,87.0626
0.040439,23.959,35.8281,86.8407
0.04044,23.9768,35.8375,86.6189
0.040441,23.995,35.8467,86.3973
0.040442,24.0136,35.8558,86.1758
0.040443,24.0325,35.8648,85.9544
0.040444,24.0517,35.8737,85.7332
0.040445,24.0713,35.8824,85.5122
0.040446,24.0913,35.8911,85.2914
0.040447,24.1117,35.8996,85.0707
0.040448,24.1324,35.9081,84.8503
0.040449,24.1534,35.9164,84.6301
0.04045,24.1748,35.9246,84.41
0.040451,24.1966,35.9327,84.1903
0.040452,24.2187,35.9406,83.9707
0.040453,24.2412,35.9485,83.7514
0.040454,24.264,35.9562,83.5324
0.040455,24.2872,35.9639,83.3136
0.040456,24.3108,35.9714,83.0951
0.040457,24.3346,35.9788,82.8769
0.040458,24.3589,35.9861,82.659
0.040459,24.3835,35.9933,82.4414
0.04046,24.4084,36.0004,82.2241
0.040461,24.4337,36.0074,82.0071
0.040462,24.4593,36.0142,81.7905
0.040463,24.4853,36.021,81.5742
0.040464,24.5116,36.0276,81.3582
0.040465,24.5383,36.0342,81.1426
0.040466,24.5653,36.0406,80.9274
0.040467,24.5926,36.0469,80.7126
0.040468,24.6203,36.0531,80.4981
0.040469,24.6484,36.0592,80.2841
0.04047,24.6768,36.0652,80.0704
0.040471,24.6929,36.0322,80.5642
0.040472,24.7082,35.9992,81.0583
0.040473,24.7229,35.9662,81.5526
0.040474,24.7367,35.9332,82.0472
0.040475,24.7497,35.9002,82.542
0.040476,24.7619,35.8673,83.0371
0.040477,24.7733,35.8344,83.5325
0.040478,24.7838,35.8015,84.0281
0.040479,24.7935,35.7686,84.5238
0.04048,24.8023,35.7357,85.0198
0.040481,24.8103,35.7028,85.5159
0.040482,24.8175,35.67,86.0122
0.040483,24.8239,35.6372,86.5086
0.040484,24.8294,35.6043,87.0052
0.040485,24.8341,35.5715,87.5018
0.040486,24.8379,35.5388,87.9985
0.040487,24.841,35.506,88.4953
0.040488,24.8432,35.4733,88.9921
0.040489,24.8445,35.4405,89.489
0.04049,24.8451,35.4078,89.9859
0.040491,24.8448,35.3751,90.4828
0.040492,24.8437,35.3424,90.9797
0.040493,24.8417,35.3098,91.4765
0.040494,24.839,35.2771,91.9734
0.040495,24.8354,35.2445,92.4701
0.040496,24.8309,35.2119,92.9668
0.040497,24.8257,35.1793,93.4633
0.040498,24.8196,35.1467,93.9598
0.040499,24.8127,35.1141,94.4561
0.0405,24.805,35.0816,94.9523
0.040501,24.7965,35.0491,95.4483
0.040502,24.7871,35.0165,95.9441
0.040503,24.777,34.984,96.4398
0.040504,24.766,34.9516,96.9352
0.040505,24.7542,34.9191,97.4304
0.040506,24.7415,34.8866,97.9254
0.040507,24.7281,34.8542,98.4201
0.040508,24.7138,34.8218,98.9145
0.040509,24.6988,34.7894,99.4086
0.04051,24.6829,34.757,99.9024
0.040511,24.6662,34.7246,100.396
0.040512,24.6487,34.6923,100.889
0.040513,24.6303,34.6599,101.382
0.040514,24.6112,34.6276,101.874
0.040515,24.5913,34.5953,102.366
0.040516,24.5705,34.563,102.858
0.040517,24.549,34.5307,103.349
0.040518,24.5266,34.4985,103.84
0.040519,24.5035,34.4662,104.33
0.04052,24.4795,34.434,104.82
0.040521,24.4548,34.4018,105.309
0.040522,24.4292,34.3696,105.798
0.040523,24.4029,34.3374,106.286
0.040524,24.3757,34.3053,106.774
0.040525,24.3478,34.2731,107.262
0.040526,24.3191,34.241,107.748
0.040527,24.2896,34.2089,108.234
0.040528,24.2592,34.1768,108.72
0.040529,24.2281,34.1447,109.205
0.04053,24.1963,34.1127,109.689
0.040531,24.1753,34.1345,109.51
0.040532,24.1546,34.1562,109.329
0.040533,24.1342,34.1778,109.148
0.040534,24.1141,34.1993,108.967
0.040535,24.0943,34.2208,108.784
0.040536,24.0748,34.2421,108.6
0.040537,24.0557,34.2633,108.416
0.040538,24.0369,34.2844,108.231
0.040539,24.0184,34.3054,108.045
0.04054,24.0003,34.3262,107.858
