Time,I(L1),Vout
0.020065,-3.1826,27.3275
0.020066,-3.2239,27.3695
0.020067,-3.26512,27.4133
0.020068,-3.30624,27.4587
0.020069,-3.34728,27.5058
0.02007,-3.38822,27.5546
0.020071,-3.42906,27.6051
0.020072,-3.4698,27.6572
0.020073,-3.51043,27.711
0.020074,-3.55095,27.7664
0.020075,-3.45495,27.6615
0.020076,-3.35895,27.557
0.020077,-3.26295,27.4529
0.020078,-3.16695,27.3491
0.020079,-3.07095,27.2457
0.02008,-2.97495,27.1427
0.020081,-3.01661,27.1764
0.020082,-3.05821,27.2119
0.020083,-3.09975,27.2487
0.020084,-3.14121,27.2873
0.020085,-3.1826,27.3275
0.020086,-3.2239,27.3695
0.020087,-3.26512,27.4133
0.020088,-3.30624,27.4587
0.020089,-3.34728,27.5058
0.02009,-3.38822,27.5546
0.020091,-3.42906,27.6051
0.020092,-3.4698,27.6572
0.020093,-3.51043,27.711
0.020094,-3.55095,27.7664
0.020095,-3.45495,27.6615
0.020096,-3.35895,27.557
0.020097,-3.26295,27.4529
0.020098,-3.16695,27.3491
0.020099,-3.07095,27.2457
0.0201,-2.97495,27.1427
0.020101,-3.01661,27.1764
0.020102,-3.05821,27.2119
0.020103,-3.09975,27.2487
0.020104,-3.14121,27.2873
0.020105,-3.1826,27.3275
0.020106,-3.2239,27.3695
0.020107,-3.26512,27.4133
0.020108,-3.30624,27.4587
0.020109,-3.34728,27.5058
0.02011,-3.38822,27.5546
0.020111,-3.42906,27.6051
0.020112,-3.4698,27.6572
0.020113,-3.51043,27.711
0.020114,-3.55095,27.7664
0.020115,-3.45495,27.6615
0.020116,-3.35895,27.557
0.020117,-3.26295,27.4529
0.020118,-3.16695,27.3491
0.020119,-3.07095,27.2457
0.02012,-2.97495,27.1427
0.020121,-3.01661,27.1764
0.020122,-3.05821,27.2119
0.020123,-3.09975,27.2487
0.020124,-3.14121,27.2873
0.020125,-3.1826,27.3275
0.020126,-3.2239,27.3695
0.020127,-3.26512,27.4133
0.020128,-3.30624,27.4587
0.020129,-3.34728,27.5058
0.02013,-3.38822,27.5546
0.020131,-3.42906,27.6051
0.020132,-3.4698,27.6572
0.020133,-3.51043,27.711
0.020134,-3.55095,27.7664
0.020135,-3.45495,27.6615
0.020136,-3.35895,27.557
0.020137,-3.26295,27.4529
0.020138,-3.16695,27.3491
0.020139,-3.07095,27.2457
0.02014,-2.97495,27.1427
0.020141,-3.01661,27.1764
0.020142,-3.05821,27.2119
0.020143,-3.09975,27.2487
0.020144,-3.14121,27.2873
0.020145,-3.1826,27.3275
0.020146,-3.2239,27.3695
0.020147,-3.26512,27.4133
0.020148,-3.30624,27.4587
0.020149,-3.34728,27.5058
0.02015,-3.38822,27.5546
0.020151,-3.42906,27.6051
0.020152,-3.4698,27.6572
0.020153,-3.51043,27.711
0.020154,-3.55095,27.7664
0.020155,-3.45495,27.6615
0.020156,-3.35895,27.557
0.020157,-3.26295,27.4529
0.020158,-3.16695,27.3491
0.020159,-3.07095,27.2457
0.02016,-2.97495,27.1427
0.020161,-3.01661,27.1764
0.020162,-3.05821,27.2119
0.020163,-3.09975,27.2487
0.020164,-3.14121,27.2873
0.020165,-3.1826,27.3275
0.020166,-3.2239,27.3695
0.020167,-3.26512,27.4133
0.020168,-3.30624,27.4587
0.020169,-3.34728,27.5058
0.02017,-3.38822,27.5546
0.020171,-3.42906,27.6051
0.020172,-3.4698,27.6572
0.020173,-3.51043,27.711
0.020174,-3.55095,27.7664
0.020175,-3.45495,27.6615
0.020176,-3.35895,27.557
0.020177,-3.26295,27.4529
0.020178,-3.16695,27.3491
0.020179,-3.07095,27.2457
0.02018,-2.97495,27.1427
0.020181,-3.01661,27.1764
0.020182,-3.05821,27.2119
0.020183,-3.09975,27.2487
0.020184,-3.14121,27.2873
0.020185,-3.1826,27.3275
0.020186,-3.2239,27.3695
0.020187,-3.26512,27.4133
0.020188,-3.30624,27.4587
0.020189,-3.34728,27.5058
0.02019,-3.38822,27.5546
0.020191,-3.42906,27.6051
0.020192,-3.4698,27.6572
0.020193,-3.51043,27.711
0.020194,-3.55095,27.7664
0.020195,-3.45495,27.6615
0.020196,-3.35895,27.557
0.020197,-3.26295,27.4529
0.020198,-3.16695,27.3491
0.020199,-3.07095,27.2457
0.0202,-2.97495,27.1427
0.020201,-3.01661,27.1764
0.020202,-3.05821,27.2119
0.020203,-3.09975,27.2487
0.020204,-3.14121,27.2873
0.020205,-3.1826,27.3275
0.020206,-3.2239,27.3695
0.020207,-3.26512,27.4133
0.020208,-3.30624,27.4587
0.020209,-3.34728,27.5058
0.02021,-3.38822,27.5546
0.020211,-3.42906,27.6051
0.020212,-3.4698,27.6572
0.020213,-3.51043,27.711
0.020214,-3.55095,27.7664
0.020215,-3.45495,27.6615
0.020216,-3.35895,27.557
0.020217,-3.26295,27.4529
0.020218,-3.16695,27.3491
0.020219,-3.07095,27.2457
0.02022,-2.97495,27.1427
0.020221,-3.01661,27.1764
0.020222,-3.05821,27.2119
0.020223,-3.09975,27.2487
0.020224,-3.14121,27.2873
0.020225,-3.1826,27.3275
0.020226,-3.2239,27.3695
0.020227,-3.26512,27.4133
0.020228,-3.30624,27.4587
0.020229,-3.34728,27.5058
0.02023,-3.38822,27.5546
0.020231,-3.42906,27.6051
0.020232,-3.4698,27.6572
0.020233,-3.51043,27.711
0.020234,-3.55095,27.7664
0.020235,-3.45495,27.6615
0.020236,-3.35895,27.557
0.020237,-3.26295,27.4529
0.020238,-3.16695,27.3491
0.020239,-3.07095,27.2457
0.02024,-2.97495,27.1427
0.020241,-3.01661,27.1764
0.020242,-3.05821,27.2119
0.020243,-3.09975,27.2487
0.020244,-3.14121,27.2873
0.020245,-3.1826,27.3275
0.020246,-3.2239,27.3695
0.020247,-3.26512,27.4133
0.020248,-3.30624,27.4587
0.020249,-3.34728,27.5058
0.02025,-3.38822,27.5546
0.020251,-3.42906,27.6051
0.020252,-3.4698,27.6572
0.020253,-3.51043,27.711
0.020254,-3.55095,27.7664
0.020255,-3.45495,27.6615
0.020256,-3.35895,27.557
0.020257,-3.26295,27.4529
0.020258,-3.16695,27.3491
0.020259,-3.07095,27.2457
0.02026,-2.97495,27.1427
0.020261,-3.01661,27.1764
0.020262,-3.05821,27.2119
0.020263,-3.09975,27.2487
0.020264,-3.14121,27.2873
0.020265,-3.1826,27.3275
0.020266,-3.2239,27.3695
0.020267,-3.26512,27.4133
0.020268,-3.30624,27.4587
0.020269,-3.34728,27.5058
0.02027,-3.38822,27.5546
0.020271,-3.42906,27.6051
0.020272,-3.4698,27.6572
0.020273,-3.51043,27.711
0.020274,-3.55095,27.7664
0.020275,-3.45495,27.6615
0.020276,-3.35895,27.557
0.020277,-3.26295,27.4529
0.020278,-3.16695,27.3491
0.020279,-3.07095,27.2457
0.02028,-2.97495,27.1427
0.020281,-3.01661,27.1764
0.020282,-3.05821,27.2119
0.020283,-3.09975,27.2487
0.020284,-3.14121,27.2873
0.020285,-3.1826,27.3275
0.020286,-3.2239,27.3695
0.020287,-3.26512,27.4133
0.020288,-3.30624,27.4587
0.020289,-3.34728,27.5058
0.02029,-3.38822,27.5546
0.020291,-3.42906,27.6051
0.020292,-3.4698,27.6572
0.020293,-3.51043,27.711
0.020294,-3.55095,27.7664
0.020295,-3.45495,27.6615
0.020296,-3.35895,27.557
0.020297,-3.26295,27.4529
0.020298,-3.16695,27.3491
0.020299,-3.07095,27.2457
0.0203,-2.97495,27.1427
0.020301,-3.01661,27.1764
0.020302,-3.05821,27.2119
0.020303,-3.09975,27.2487
0.020304,-3.14121,27.2873
0.020305,-3.1826,27.3275
0.020306,-3.2239,27.3695
0.020307,-3.26512,27.4133
0.020308,-3.30624,27.4587
0.020309,-3.34728,27.5058
0.02031,-3.38822,27.5546
0.020311,-3.42906,27.6051
0.020312,-3.4698,27.6572
0.020313,-3.51043,27.711
0.020314,-3.55095,27.7664
0.020315,-3.45495,27.6615
0.020316,-3.35895,27.557
0.020317,-3.26295,27.4529
0.020318,-3.16695,27.3491
0.020319,-3.07095,27.2457
0.02032,-2.97495,27.1427
0.020321,-3.01661,27.1764
0.020322,-3.05821,27.2119
0.020323,-3.09975,27.2487
0.020324,-3.14121,27.2873
0.020325,-3.1826,27.3275
0.020326,-3.2239,27.3695
0.020327,-3.26512,27.4133
0.020328,-3.30624,27.4587
0.020329,-3.34728,27.5058
0.02033,-3.38822,27.5546
0.020331,-3.42906,27.6051
0.020332,-3.4698,27.6572
0.020333,-3.51043,27.711
0.020334,-3.55095,27.7664
0.020335,-3.45495,27.6615
0.020336,-3.35895,27.557
0.020337,-3.26295,27.4529
0.020338,-3.16695,27.3491
0.020339,-3.07095,27.2457
0.02034,-2.97495,27.1427
0.020341,-3.01661,27.1764
0.020342,-3.05821,27.2119
0.020343,-3.09975,27.2487
0.020344,-3.14121,27.2873
0.020345,-3.1826,27.3275
0.020346,-3.2239,27.3695
0.020347,-3.26512,27.4133
0.020348,-3.30624,27.4587
0.020349,-3.34728,27.5058
0.02035,-3.38822,27.5546
0.020351,-3.42906,27.6051
0.020352,-3.4698,27.6572
0.020353,-3.51043,27.711
0.020354,-3.55095,27.7664
0.020355,-3.45495,27.6615
0.020356,-3.35895,27.557
0.020357,-3.26295,27.4529
0.020358,-3.16695,27.3491
0.020359,-3.07095,27.2457
0.02036,-2.97495,27.1427
0.020361,-3.01661,27.1764
0.020362,-3.05821,27.2119
0.020363,-3.09975,27.2487
0.020364,-3.14121,27.2873
0.020365,-3.1826,27.3275
0.020366,-3.2239,27.3695
0.020367,-3.26512,27.4133
0.020368,-3.30624,27.4587
0.020369,-3.34728,27.5058
0.02037,-3.38822,27.5546
0.020371,-3.42906,27.6051
0.020372,-3.4698,27.6572
0.020373,-3.51043,27.711
0.020374,-3.55095,27.7664
0.020375,-3.45495,27.6615
0.020376,-3.35895,27.557
0.020377,-3.26295,27.4529
0.020378,-3.16695,27.3491
0.020379,-3.07095,27.2457
0.02038,-2.97495,27.1427
0.020381,-3.01661,27.1764
0.020382,-3.05821,27.2119
0.020383,-3.09975,27.2487
0.020384,-3.14121,27.2873
0.020385,-3.1826,27.3275
0.020386,-3.2239,27.3695
0.020387,-3.26512,27.4133
0.020388,-3.30624,27.4587
0.020389,-3.34728,27.5058
0.02039,-3.38822,27.5546
0.020391,-3.42906,27.6051
0.020392,-3.4698,27.6572
0.020393,-3.51043,27.711
0.020394,-3.55095,27.7664
0.020395,-3.45495,27.6615
0.020396,-3.35895,27.557
0.020397,-3.26295,27.4529
0.020398,-3.16695,27.3491
0.020399,-3.07095,27.2457
0.0204,-2.97495,27.1427
0.020401,-3.01661,27.1764
0.020402,-3.05821,27.2119
0.020403,-3.09975,27.2487
0.020404,-3.14121,27.2873
0.020405,-3.1826,27.3275
0.020406,-3.2239,27.3695
0.020407,-3.26512,27.4133
0.020408,-3.30624,27.4587
0.020409,-3.34728,27.5058
0.02041,-3.38822,27.5546
0.020411,-3.42906,27.6051
0.020412,-3.4698,27.6572
0.020413,-3.51043,27.711
0.020414,-3.55095,27.7664
0.020415,-3.45495,27.6615
0.020416,-3.35895,27.557
0.020417,-3.26295,27.4529
0.020418,-3.16695,27.3491
0.020419,-3.07095,27.2457
0.02042,-2.97495,27.1427
0.020421,-3.01661,27.1764
0.020422,-3.05821,27.2119
0.020423,-3.09975,27.2487
0.020424,-3.14121,27.2873
0.020425,-3.1826,27.3275
0.020426,-3.2239,27.3695
0.020427,-3.26512,27.4133
0.020428,-3.30624,27.4587
0.020429,-3.34728,27.5058
0.02043,-3.38822,27.5546
0.020431,-3.42906,27.6051
0.020432,-3.4698,27.6572
0.020433,-3.51043,27.711
0.020434,-3.55095,27.7664
0.020435,-3.45495,27.6615
0.020436,-3.35895,27.557
0.020437,-3.26295,27.4529
0.020438,-3.16695,27.3491
0.020439,-3.07095,27.2457
0.02044,-2.97495,27.1427
0.020441,-3.01661,27.1764
0.020442,-3.05821,27.2119
0.020443,-3.09975,27.2487
0.020444,-3.14121,27.2873
0.020445,-3.1826,27.3275
0.020446,-3.2239,27.3695
0.020447,-3.26512,27.4133
0.020448,-3.30624,27.4587
0.020449,-3.34728,27.5058
0.02045,-3.38822,27.5546
0.020451,-3.42906,27.6051
0.020452,-3.4698,27.6572
0.020453,-3.51043,27.711
0.020454,-3.55095,27.7664
0.020455,-3.45495,27.6615
0.020456,-3.35895,27.557
0.020457,-3.26295,27.4529
0.020458,-3.16695,27.3491
0.020459,-3.07095,27.2457
0.02046,-2.97495,27.1427
0.020461,-3.01661,27.1764
0.020462,-3.05821,27.2119
0.020463,-3.09975,27.2487
0.020464,-3.14121,27.2873
0.020465,-3.1826,27.3275
0.020466,-3.2239,27.3695
0.020467,-3.26512,27.4133
0.020468,-3.30624,27.4587
0.020469,-3.34728,27.5058
0.02047,-3.38822,27.5546
0.020471,-3.42906,27.6051
0.020472,-3.4698,27.6572
0.020473,-3.51043,27.711
0.020474,-3.55095,27.7664
0.020475,-3.45495,27.6615
0.020476,-3.35895,27.557
0.020477,-3.26295,27.4529
0.020478,-3.16695,27.3491
0.020479,-3.07095,27.2457
0.02048,-2.97495,27.1427
0.020481,-3.01661,27.1764
0.020482,-3.05821,27.2119
0.020483,-3.09975,27.2487
0.020484,-3.14121,27.2873
0.020485,-3.1826,27.3275
0.020486,-3.2239,27.3695
0.020487,-3.26512,27.4133
0.020488,-3.30624,27.4587
0.020489,-3.34728,27.5058
0.02049,-3.38822,27.5546
0.020491,-3.42906,27.6051
0.020492,-3.4698,27.6572
0.020493,-3.51043,27.711
0.020494,-3.55095,27.7664
0.020495,-3.45495,27.6615
0.020496,-3.35895,27.557
0.020497,-3.26295,27.4529
0.020498,-3.16695,27.3491
0.020499,-3.07095,27.2457
0.0205,-2.97495,27.1427
0.020501,-3.01661,27.1764
0.020502,-3.05821,27.2119
0.020503,-3.09975,27.2487
0.020504,-3.14121,27.2873
0.020505,-3.1826,27.3275
0.020506,-3.2239,27.3695
0.020507,-3.26512,27.4133
0.020508,-3.30624,27.4587
0.020509,-3.34728,27.5058
0.02051,-3.38822,27.5546
0.020511,-3.42906,27.6051
0.020512,-3.4698,27.6572
0.020513,-3.51043,27.711
0.020514,-3.55095,27.7664
0.020515,-3.45495,27.6615
0.020516,-3.35895,27.557
0.020517,-3.26295,27.4529
0.020518,-3.16695,27.3491
0.020519,-3.07095,27.2457
0.02052,-2.97495,27.1427
0.020521,-3.01661,27.1764
0.020522,-3.05821,27.2119
0.020523,-3.09975,27.2487
0.020524,-3.14121,27.2873
0.020525,-3.1826,27.3275
0.020526,-3.2239,27.3695
0.020527,-3.26512,27.4133
0.020528,-3.30624,27.4587
0.020529,-3.34728,27.5058
0.02053,-3.38822,27.5546
0.020531,-3.42906,27.6051
0.020532,-3.4698,27.6572
0.020533,-3.51043,27.711
0.020534,-3.55095,27.7664
0.020535,-3.45495,27.6615
0.020536,-3.35895,27.557
0.020537,-3.26295,27.4529
0.020538,-3.16695,27.3491
0.020539,-3.07095,27.2457
0.02054,-2.97495,27.1427
0.020541,-3.01661,27.1764
0.020542,-3.05821,27.2119
0.020543,-3.09975,27.2487
0.020544,-3.14121,27.2873
0.020545,-3.1826,27.3275
0.020546,-3.2239,27.3695
0.020547,-3.26512,27.4133
0.020548,-3.30624,27.4587
0.020549,-3.34728,27.5058
0.02055,-3.38822,27.5546
0.020551,-3.42906,27.6051
0.020552,-3.4698,27.6572
0.020553,-3.51043,27.711
0.020554,-3.55095,27.7664
0.020555,-3.45495,27.6615
0.020556,-3.35895,27.557
0.020557,-3.26295,27.4529
0.020558,-3.16695,27.3491
0.020559,-3.07095,27.2457
0.02056,-2.97495,27.1427
0.020561,-3.01661,27.1764
0.020562,-3.05821,27.2119
0.020563,-3.09975,27.2487
0.020564,-3.14121,27.2873
0.020565,-3.1826,27.3275
0.020566,-3.2239,27.3695
0.020567,-3.26512,27.4133
0.020568,-3.30624,27.4587
0.020569,-3.34728,27.5058
0.02057,-3.38822,27.5546
0.020571,-3.42906,27.6051
0.020572,-3.4698,27.6572
0.020573,-3.51043,27.711
0.020574,-3.55095,27.7664
0.020575,-3.45495,27.6615
0.020576,-3.35895,27.557
0.020577,-3.26295,27.4529
0.020578,-3.16695,27.3491
0.020579,-3.07095,27.2457
0.02058,-2.97495,27.1427
0.020581,-3.01661,27.1764
0.020582,-3.05821,27.2119
0.020583,-3.09975,27.2487
0.020584,-3.14121,27.2873
0.020585,-3.1826,27.3275
0.020586,-3.2239,27.3695
0.020587,-3.26512,27.4133
0.020588,-3.30624,27.4587
0.020589,-3.34728,27.5058
0.02059,-3.38822,27.5546
0.020591,-3.42906,27.6051
0.020592,-3.4698,27.6572
0.020593,-3.51043,27.711
0.020594,-3.55095,27.7664
0.020595,-3.45495,27.6615
0.020596,-3.35895,27.557
0.020597,-3.26295,27.4529
0.020598,-3.16695,27.3491
0.020599,-3.07095,27.2457
0.0206,-2.97495,27.1427
0.020601,-3.01661,27.1764
0.020602,-3.05821,27.2119
0.020603,-3.09975,27.2487
0.020604,-3.14121,27.2873
0.020605,-3.1826,27.3275
0.020606,-3.2239,27.3695
0.020607,-3.26512,27.4133
0.020608,-3.30624,27.4587
0.020609,-3.34728,27.5058
0.02061,-3.38822,27.5546
0.020611,-3.42906,27.6051
0.020612,-3.4698,27.6572
0.020613,-3.51043,27.711
0.020614,-3.55095,27.7664
0.020615,-3.45495,27.6615
0.020616,-3.35895,27.557
0.020617,-3.26295,27.4529
0.020618,-3.16695,27.3491
0.020619,-3.07095,27.2457
0.02062,-2.97495,27.1427
0.020621,-3.01661,27.1764
0.020622,-3.05821,27.2119
0.020623,-3.09975,27.2487
0.020624,-3.14121,27.2873
0.020625,-3.1826,27.3275
0.020626,-3.2239,27.3695
0.020627,-3.26512,27.4133
0.020628,-3.30624,27.4587
0.020629,-3.34728,27.5058
0.02063,-3.38822,27.5546
0.020631,-3.42906,27.6051
0.020632,-3.4698,27.6572
0.020633,-3.51043,27.711
0.020634,-3.55095,27.7664
0.020635,-3.45495,27.6615
0.020636,-3.35895,27.557
0.020637,-3.26295,27.4529
0.020638,-3.16695,27.3491
0.020639,-3.07095,27.2457
0.02064,-2.97495,27.1427
0.020641,-3.01661,27.1764
0.020642,-3.05821,27.2119
0.020643,-3.09975,27.2487
0.020644,-3.14121,27.2873
0.020645,-3.1826,27.3275
0.020646,-3.2239,27.3695
0.020647,-3.26512,27.4133
0.020648,-3.30624,27.4587
0.020649,-3.34728,27.5058
0.02065,-3.38822,27.5546
0.020651,-3.42906,27.6051
0.020652,-3.4698,27.6572
0.020653,-3.51043,27.711
0.020654,-3.55095,27.7664
0.020655,-3.45495,27.6615
0.020656,-3.35895,27.557
0.020657,-3.26295,27.4529
0.020658,-3.16695,27.3491
0.020659,-3.07095,27.2457
0.02066,-2.97495,27.1427
0.020661,-3.01661,27.1764
0.020662,-3.05821,27.2119
0.020663,-3.09975,27.2487
0.020664,-3.14121,27.2873
0.020665,-3.1826,27.3275
0.020666,-3.2239,27.3695
0.020667,-3.26512,27.4133
0.020668,-3.30624,27.4587
0.020669,-3.34728,27.5058
0.02067,-3.38822,27.5546
0.020671,-3.42906,27.6051
0.020672,-3.4698,27.6572
0.020673,-3.51043,27.711
0.020674,-3.55095,27.7664
0.020675,-3.45495,27.6615
0.020676,-3.35895,27.557
0.020677,-3.26295,27.4529
0.020678,-3.16695,27.3491
0.020679,-3.07095,27.2457
0.02068,-2.97495,27.1427
0.020681,-3.01661,27.1764
0.020682,-3.05821,27.2119
0.020683,-3.09975,27.2487
0.020684,-3.14121,27.2873
0.020685,-3.1826,27.3275
0.020686,-3.2239,27.3695
0.020687,-3.26512,27.4133
0.020688,-3.30624,27.4587
0.020689,-3.34728,27.5058
0.02069,-3.38822,27.5546
0.020691,-3.42906,27.6051
0.020692,-3.4698,27.6572
0.020693,-3.51043,27.711
0.020694,-3.55095,27.7664
0.020695,-3.45495,27.6615
0.020696,-3.35895,27.557
0.020697,-3.26295,27.4529
0.020698,-3.16695,27.3491
0.020699,-3.07095,27.2457
0.0207,-2.97495,27.1427
0.020701,-3.01661,27.1764
0.020702,-3.05821,27.2119
0.020703,-3.09975,27.2487
0.020704,-3.14121,27.2873
0.020705,-3.1826,27.3275
0.020706,-3.2239,27.3695
0.020707,-3.26512,27.4133
0.020708,-3.30624,27.4587
0.020709,-3.34728,27.5058
0.02071,-3.38822,27.5546
0.020711,-3.42906,27.6051
0.020712,-3.4698,27.6572
0.020713,-3.51043,27.711
0.020714,-3.55095,27.7664
0.020715,-3.45495,27.6615
0.020716,-3.35895,27.557
0.020717,-3.26295,27.4529
0.020718,-3.16695,27.3491
0.020719,-3.07095,27.2457
0.02072,-2.97495,27.1427
0.020721,-3.01661,27.1764
0.020722,-3.05821,27.2119
0.020723,-3.09975,27.2487
0.020724,-3.14121,27.2873
0.020725,-3.1826,27.3275
0.020726,-3.2239,27.3695
0.020727,-3.26512,27.4133
0.020728,-3.30624,27.4587
0.020729,-3.34728,27.5058
0.02073,-3.38822,27.5546
0.020731,-3.42906,27.6051
0.020732,-3.4698,27.6572
0.020733,-3.51043,27.711
0.020734,-3.55095,27.7664
0.020735,-3.45495,27.6615
0.020736,-3.35895,27.557
0.020737,-3.26295,27.4529
0.020738,-3.16695,27.3491
0.020739,-3.07095,27.2457
0.02074,-2.97495,27.1427
0.020741,-3.01661,27.1764
0.020742,-3.05821,27.2119
0.020743,-3.09975,27.2487
0.020744,-3.14121,27.2873
0.020745,-3.1826,27.3275
0.020746,-3.2239,27.3695
0.020747,-3.26512,27.4133
0.020748,-3.30624,27.4587
0.020749,-3.34728,27.5058
0.02075,-3.38822,27.5546
0.020751,-3.42906,27.6051
0.020752,-3.4698,27.6572
0.020753,-3.51043,27.711
0.020754,-3.55095,27.7664
0.020755,-3.45495,27.6615
0.020756,-3.35895,27.557
0.020757,-3.26295,27.4529
0.020758,-3.16695,27.3491
0.020759,-3.07095,27.2457
0.02076,-2.97495,27.1427
0.020761,-3.01661,27.1764
0.020762,-3.05821,27.2119
0.020763,-3.09975,27.2487
0.020764,-3.14121,27.2873
0.020765,-3.1826,27.3275
0.020766,-3.2239,27.3695
0.020767,-3.26512,27.4133
0.020768,-3.30624,27.4587
0.020769,-3.34728,27.5058
0.02077,-3.38822,27.5546
0.020771,-3.42906,27.6051
0.020772,-3.4698,27.6572
0.020773,-3.51043,27.711
0.020774,-3.55095,27.7664
0.020775,-3.45495,27.6615
0.020776,-3.35895,27.557
0.020777,-3.26295,27.4529
0.020778,-3.16695,27.3491
0.020779,-3.07095,27.2457
0.02078,-2.97495,27.1427
0.020781,-3.01661,27.1764
0.020782,-3.05821,27.2119
0.020783,-3.09975,27.2487
0.020784,-3.14121,27.2873
0.020785,-3.1826,27.3275
0.020786,-3.2239,27.3695
0.020787,-3.26512,27.4133
0.020788,-3.30624,27.4587
0.020789,-3.34728,27.5058
0.02079,-3.38822,27.5546
0.020791,-3.42906,27.6051
0.020792,-3.4698,27.6572
0.020793,-3.51043,27.711
0.020794,-3.55095,27.7664
0.020795,-3.45495,27.6615
0.020796,-3.35895,27.557
0.020797,-3.26295,27.4529
0.020798,-3.16695,27.3491
0.020799,-3.07095,27.2457
0.0208,-2.97495,27.1427
0.020801,-3.01661,27.1764
0.020802,-3.05821,27.2119
0.020803,-3.09975,27.2487
0.020804,-3.14121,27.2873
0.020805,-3.1826,27.3275
0.020806,-3.2239,27.3695
0.020807,-3.26512,27.4133
0.020808,-3.30624,27.4587
0.020809,-3.34728,27.5058
0.02081,-3.38822,27.5546
0.020811,-3.42906,27.6051
0.020812,-3.4698,27.6572
0.020813,-3.51043,27.711
0.020814,-3.55095,27.7664
0.020815,-3.45495,27.6615
0.020816,-3.35895,27.557
0.020817,-3.26295,27.4529
0.020818,-3.16695,27.3491
0.020819,-3.07095,27.2457
0.02082,-2.97495,27.1427
0.020821,-3.01661,27.1764
0.020822,-3.05821,27.2119
0.020823,-3.09975,27.2487
0.020824,-3.14121,27.2873
0.020825,-3.1826,27.3275
0.020826,-3.2239,27.3695
0.020827,-3.26512,27.4133
0.020828,-3.30624,27.4587
0.020829,-3.34728,27.5058
0.02083,-3.38822,27.5546
0.020831,-3.42906,27.6051
0.020832,-3.4698,27.6572
0.020833,-3.51043,27.711
0.020834,-3.55095,27.7664
0.020835,-3.45495,27.6615
0.020836,-3.35895,27.557
0.020837,-3.26295,27.4529
0.020838,-3.16695,27.3491
0.020839,-3.07095,27.2457
0.02084,-2.97495,27.1427
0.020841,-3.01661,27.1764
0.020842,-3.05821,27.2119
0.020843,-3.09975,27.2487
0.020844,-3.14121,27.2873
0.020845,-3.1826,27.3275
0.020846,-3.2239,27.3695
0.020847,-3.26512,27.4133
0.020848,-3.30624,27.4587
0.020849,-3.34728,27.5058
0.02085,-3.38822,27.5546
0.020851,-3.42906,27.6051
0.020852,-3.4698,27.6572
0.020853,-3.51043,27.711
0.020854,-3.55095,27.7664
0.020855,-3.45495,27.6615
0.020856,-3.35895,27.557
0.020857,-3.26295,27.4529
0.020858,-3.16695,27.3491
0.020859,-3.07095,27.2457
0.02086,-2.97495,27.1427
0.020861,-3.01661,27.1764
0.020862,-3.05821,27.2119
0.020863,-3.09975,27.2487
0.020864,-3.14121,27.2873
0.020865,-3.1826,27.3275
0.020866,-3.2239,27.3695
0.020867,-3.26512,27.4133
0.020868,-3.30624,27.4587
0.020869,-3.34728,27.5058
0.02087,-3.38822,27.5546
0.020871,-3.42906,27.6051
0.020872,-3.4698,27.6572
0.020873,-3.51043,27.711
0.020874,-3.55095,27.7664
0.020875,-3.45495,27.6615
0.020876,-3.35895,27.557
0.020877,-3.26295,27.4529
0.020878,-3.16695,27.3491
0.020879,-3.07095,27.2457
0.02088,-2.97495,27.1427
0.020881,-3.01661,27.1764
0.020882,-3.05821,27.2119
0.020883,-3.09975,27.2487
0.020884,-3.14121,27.2873
0.020885,-3.1826,27.3275
0.020886,-3.2239,27.3695
0.020887,-3.26512,27.4133
0.020888,-3.30624,27.4587
0.020889,-3.34728,27.5058
0.02089,-3.38822,27.5546
0.020891,-3.42906,27.6051
0.020892,-3.4698,27.6572
0.020893,-3.51043,27.711
0.020894,-3.55095,27.7664
0.020895,-3.45495,27.6615
0.020896,-3.35895,27.557
0.020897,-3.26295,27.4529
0.020898,-3.16695,27.3491
0.020899,-3.07095,27.2457
0.0209,-2.97495,27.1427
0.020901,-3.01661,27.1764
0.020902,-3.05821,27.2119
0.020903,-3.09975,27.2487
0.020904,-3.14121,27.2873
0.020905,-3.1826,27.3275
0.020906,-3.2239,27.3695
0.020907,-3.26512,27.4133
0.020908,-3.30624,27.4587
0.020909,-3.34728,27.5058
0.02091,-3.38822,27.5546
0.020911,-3.42906,27.6051
0.020912,-3.4698,27.6572
0.020913,-3.51043,27.711
0.020914,-3.55095,27.7664
0.020915,-3.45495,27.6615
0.020916,-3.35895,27.557
0.020917,-3.26295,27.4529
0.020918,-3.16695,27.3491
0.020919,-3.07095,27.2457
0.02092,-2.97495,27.1427
0.020921,-3.01661,27.1764
0.020922,-3.05821,27.2119
0.020923,-3.09975,27.2487
0.020924,-3.14121,27.2873
0.020925,-3.1826,27.3275
0.020926,-3.2239,27.3695
0.020927,-3.26512,27.4133
0.020928,-3.30624,27.4587
0.020929,-3.34728,27.5058
0.02093,-3.38822,27.5546
0.020931,-3.42906,27.6051
0.020932,-3.4698,27.6572
0.020933,-3.51043,27.711
0.020934,-3.55095,27.7664
0.020935,-3.45495,27.6615
0.020936,-3.35895,27.557
0.020937,-3.26295,27.4529
0.020938,-3.16695,27.3491
0.020939,-3.07095,27.2457
0.02094,-2.97495,27.1427
0.020941,-3.01661,27.1764
0.020942,-3.05821,27.2119
0.020943,-3.09975,27.2487
