Time,I,V
0.023436,1.44325,18.8235
0.023437,1.42818,18.8442
0.023438,1.4131,18.8641
0.023439,1.398,18.8832
0.02344,1.38288,18.9014
0.023441,1.41788,18.8455
0.023442,1.45288,18.7898
0.023443,1.48788,18.7342
0.023444,1.52288,18.6787
0.023445,1.55788,18.6235
0.023446,1.59288,18.5684
0.023447,1.57801,18.5977
0.023448,1.56312,18.6261
0.023449,1.5482,18.6538
0.02345,1.53327,18.6806
0.023451,1.51831,18.7066
0.023452,1.50334,18.7317
0.023453,1.48834,18.756
0.023454,1.47333,18.7793
0.023455,1.4583,18.8018
0.023456,1.44325,18.8235
0.023457,1.42818,18.8442
0.023458,1.4131,18.8641
0.023459,1.398,18.8832
0.02346,1.38288,18.9014
0.023461,1.41788,18.8455
0.023462,1.45288,18.7898
0.023463,1.48788,18.7342
0.023464,1.52288,18.6787
0.023465,1.55788,18.6235
0.023466,1.59288,18.5684
0.023467,1.57801,18.5977
0.023468,1.56312,18.6261
0.023469,1.5482,18.6538
0.02347,1.53327,18.6806
0.023471,1.51831,18.7066
0.023472,1.50334,18.7317
0.023473,1.48834,18.756
0.023474,1.47333,18.7793
0.023475,1.4583,18.8018
0.023476,1.44325,18.8235
0.023477,1.42818,18.8442
0.023478,1.4131,18.8641
0.023479,1.398,18.8832
0.02348,1.38288,18.9014
0.023481,1.41788,18.8455
0.023482,1.45288,18.7898
0.023483,1.48788,18.7342
0.023484,1.52288,18.6787
0.023485,1.55788,18.6235
0.023486,1.59288,18.5684
0.023487,1.57801,18.5977
0.023488,1.56312,18.6261
0.023489,1.5482,18.6538
0.02349,1.53327,18.6806
0.023491,1.51831,18.7066
0.023492,1.50334,18.7317
0.023493,1.48834,18.756
0.023494,1.47333,18.7793
0.023495,1.4583,18.8018
0.023496,1.44325,18.8235
0.023497,1.42818,18.8442
0.023498,1.4131,18.8641
0.023499,1.398,18.8832
0.0235,1.38288,18.9014
0.023501,1.41788,18.8455
0.023502,1.45288,18.7898
0.023503,1.48788,18.7342
0.023504,1.52288,18.6787
0.023505,1.55788,18.6235
0.023506,1.59288,18.5684
0.023507,1.57801,18.5977
0.023508,1.56312,18.6261
0.023509,1.5482,18.6538
0.02351,1.53327,18.6806
0.023511,1.51831,18.7066
0.023512,1.50334,18.7317
0.023513,1.48834,18.756
0.023514,1.47333,18.7793
0.023515,1.4583,18.8018
0.023516,1.44325,18.8235
0.023517,1.42818,18.8442
0.023518,1.4131,18.8641
0.023519,1.398,18.8832
0.02352,1.38288,18.9014
0.023521,1.41788,18.8455
0.023522,1.45288,18.7898
0.023523,1.48788,18.7342
0.023524,1.52288,18.6787
0.023525,1.55788,18.6235
0.023526,1.59288,18.5684
0.023527,1.57801,18.5977
0.023528,1.56312,18.6261
0.023529,1.5482,18.6538
0.02353,1.53327,18.6806
0.023531,1.51831,18.7066
0.023532,1.50334,18.7317
0.023533,1.48834,18.756
0.023534,1.47333,18.7793
0.023535,1.4583,18.8018
0.023536,1.44325,18.8235
0.023537,1.42818,18.8442
0.023538,1.4131,18.8641
0.023539,1.398,18.8832
0.02354,1.38288,18.9014
0.023541,1.41788,18.8455
0.023542,1.45288,18.7898
0.023543,1.48788,18.7342
0.023544,1.52288,18.6787
0.023545,1.55788,18.6235
0.023546,1.59288,18.5684
0.023547,1.57801,18.5977
0.023548,1.56312,18.6261
0.023549,1.5482,18.6538
0.02355,1.53327,18.6806
0.023551,1.51831,18.7066
0.023552,1.50334,18.7317
0.023553,1.48834,18.756
0.023554,1.47333,18.7793
0.023555,1.4583,18.8018
0.023556,1.44325,18.8235
0.023557,1.42818,18.8442
0.023558,1.4131,18.8641
0.023559,1.398,18.8832
0.02356,1.38288,18.9014
0.023561,1.41788,18.8455
0.023562,1.45288,18.7898
0.023563,1.48788,18.7342
0.023564,1.52288,18.6787
0.023565,1.55788,18.6235
0.023566,1.59288,18.5684
0.023567,1.57801,18.5977
0.023568,1.56312,18.6261
0.023569,1.5482,18.6538
0.02357,1.53327,18.6806
0.023571,1.51831,18.7066
0.023572,1.50334,18.7317
0.023573,1.48834,18.756
0.023574,1.47333,18.7793
0.023575,1.4583,18.8018
0.023576,1.44325,18.8235
0.023577,1.42818,18.8442
0.023578,1.4131,18.8641
0.023579,1.398,18.8832
0.02358,1.38288,18.9014
0.023581,1.41788,18.8455
0.023582,1.45288,18.7898
0.023583,1.48788,18.7342
0.023584,1.52288,18.6787
0.023585,1.55788,18.6235
0.023586,1.59288,18.5684
0.023587,1.57801,18.5977
0.023588,1.56312,18.6261
0.023589,1.5482,18.6538
0.02359,1.53327,18.6806
0.023591,1.51831,18.7066
0.023592,1.50334,18.7317
0.023593,1.48834,18.756
0.023594,1.47333,18.7793
0.023595,1.4583,18.8018
0.023596,1.44325,18.8235
0.023597,1.42818,18.8442
0.023598,1.4131,18.8641
0.023599,1.398,18.8832
0.0236,1.38288,18.9014
0.023601,1.41788,18.8455
0.023602,1.45288,18.7898
0.023603,1.48788,18.7342
0.023604,1.52288,18.6787
0.023605,1.55788,18.6235
0.023606,1.59288,18.5684
0.023607,1.57801,18.5977
0.023608,1.56312,18.6261
0.023609,1.5482,18.6538
0.02361,1.53327,18.6806
0.023611,1.51831,18.7066
0.023612,1.50334,18.7317
0.023613,1.48834,18.756
0.023614,1.47333,18.7793
0.023615,1.4583,18.8018
0.023616,1.44325,18.8235
0.023617,1.42818,18.8442
0.023618,1.4131,18.8641
0.023619,1.398,18.8832
0.02362,1.38288,18.9014
0.023621,1.41788,18.8455
0.023622,1.45288,18.7898
0.023623,1.48788,18.7342
0.023624,1.52288,18.6787
0.023625,1.55788,18.6235
0.023626,1.59288,18.5684
0.023627,1.57801,18.5977
0.023628,1.56312,18.6261
0.023629,1.5482,18.6538
0.02363,1.53327,18.6806
0.023631,1.51831,18.7066
0.023632,1.50334,18.7317
0.023633,1.48834,18.756
0.023634,1.47333,18.7793
0.023635,1.4583,18.8018
0.023636,1.44325,18.8235
0.023637,1.42818,18.8442
0.023638,1.4131,18.8641
0.023639,1.398,18.8832
0.02364,1.38288,18.9014
0.023641,1.41788,18.8455
0.023642,1.45288,18.7898
0.023643,1.48788,18.7342
0.023644,1.52288,18.6787
0.023645,1.55788,18.6235
0.023646,1.59288,18.5684
0.023647,1.57801,18.5977
0.023648,1.56312,18.6261
0.023649,1.5482,18.6538
0.02365,1.53327,18.6806
0.023651,1.51831,18.7066
0.023652,1.50334,18.7317
0.023653,1.48834,18.756
0.023654,1.47333,18.7793
0.023655,1.4583,18.8018
0.023656,1.44325,18.8235
0.023657,1.42818,18.8442
0.023658,1.4131,18.8641
0.023659,1.398,18.8832
0.02366,1.38288,18.9014
0.023661,1.41788,18.8455
0.023662,1.45288,18.7898
0.023663,1.48788,18.7342
0.023664,1.52288,18.6787
0.023665,1.55788,18.6235
0.023666,1.59288,18.5684
0.023667,1.57801,18.5977
0.023668,1.56312,18.6261
0.023669,1.5482,18.6538
0.02367,1.53327,18.6806
0.023671,1.51831,18.7066
0.023672,1.50334,18.7317
0.023673,1.48834,18.756
0.023674,1.47333,18.7793
0.023675,1.4583,18.8018
0.023676,1.44325,18.8235
0.023677,1.42818,18.8442
0.023678,1.4131,18.8641
0.023679,1.398,18.8832
0.02368,1.38288,18.9014
0.023681,1.41788,18.8455
0.023682,1.45288,18.7898
0.023683,1.48788,18.7342
0.023684,1.52288,18.6787
0.023685,1.55788,18.6235
0.023686,1.59288,18.5684
0.023687,1.57801,18.5977
0.023688,1.56312,18.6261
0.023689,1.5482,18.6538
0.02369,1.53327,18.6806
0.023691,1.51831,18.7066
0.023692,1.50334,18.7317
0.023693,1.48834,18.756
0.023694,1.47333,18.7793
0.023695,1.4583,18.8018
0.023696,1.44325,18.8235
0.023697,1.42818,18.8442
0.023698,1.4131,18.8641
0.023699,1.398,18.8832
0.0237,1.38288,18.9014
0.023701,1.41788,18.8455
0.023702,1.45288,18.7898
0.023703,1.48788,18.7342
0.023704,1.52288,18.6787
0.023705,1.55788,18.6235
0.023706,1.59288,18.5684
0.023707,1.57801,18.5977
0.023708,1.56312,18.6261
0.023709,1.5482,18.6538
0.02371,1.53327,18.6806
0.023711,1.51831,18.7066
0.023712,1.50334,18.7317
0.023713,1.48834,18.756
0.023714,1.47333,18.7793
0.023715,1.4583,18.8018
0.023716,1.44325,18.8235
0.023717,1.42818,18.8442
0.023718,1.4131,18.8641
0.023719,1.398,18.8832
0.02372,1.38288,18.9014
0.023721,1.41788,18.8455
0.023722,1.45288,18.7898
0.023723,1.48788,18.7342
0.023724,1.52288,18.6787
0.023725,1.55788,18.6235
0.023726,1.59288,18.5684
0.023727,1.57801,18.5977
0.023728,1.56312,18.6261
0.023729,1.5482,18.6538
0.02373,1.53327,18.6806
0.023731,1.51831,18.7066
0.023732,1.50334,18.7317
0.023733,1.48834,18.756
0.023734,1.47333,18.7793
0.023735,1.4583,18.8018
0.023736,1.44325,18.8235
0.023737,1.42818,18.8442
0.023738,1.4131,18.8641
0.023739,1.398,18.8832
0.02374,1.38288,18.9014
0.023741,1.41788,18.8455
0.023742,1.45288,18.7898
0.023743,1.48788,18.7342
0.023744,1.52288,18.6787
0.023745,1.55788,18.6235
0.023746,1.59288,18.5684
0.023747,1.57801,18.5977
0.023748,1.56312,18.6261
0.023749,1.5482,18.6538
0.02375,1.53327,18.6806
0.023751,1.51831,18.7066
0.023752,1.50334,18.7317
0.023753,1.48834,18.756
0.023754,1.47333,18.7793
0.023755,1.4583,18.8018
0.023756,1.44325,18.8235
0.023757,1.42818,18.8442
0.023758,1.4131,18.8641
0.023759,1.398,18.8832
0.02376,1.38288,18.9014
0.023761,1.41788,18.8455
0.023762,1.45288,18.7898
0.023763,1.48788,18.7342
0.023764,1.52288,18.6787
0.023765,1.55788,18.6235
0.023766,1.59288,18.5684
0.023767,1.57801,18.5977
0.023768,1.56312,18.6261
0.023769,1.5482,18.6538
0.02377,1.53327,18.6806
0.023771,1.51831,18.7066
0.023772,1.50334,18.7317
0.023773,1.48834,18.756
0.023774,1.47333,18.7793
0.023775,1.4583,18.8018
0.023776,1.44325,18.8235
0.023777,1.42818,18.8442
0.023778,1.4131,18.8641
0.023779,1.398,18.8832
0.02378,1.38288,18.9014
0.023781,1.41788,18.8455
0.023782,1.45288,18.7898
0.023783,1.48788,18.7342
0.023784,1.52288,18.6787
0.023785,1.55788,18.6235
0.023786,1.59288,18.5684
0.023787,1.57801,18.5977
0.023788,1.56312,18.6261
0.023789,1.5482,18.6538
0.02379,1.53327,18.6806
0.023791,1.51831,18.7066
0.023792,1.50334,18.7317
0.023793,1.48834,18.756
0.023794,1.47333,18.7793
0.023795,1.4583,18.8018
0.023796,1.44325,18.8235
0.023797,1.42818,18.8442
0.023798,1.4131,18.8641
0.023799,1.398,18.8832
0.0238,1.38288,18.9014
0.023801,1.41788,18.8455
0.023802,1.45288,18.7898
0.023803,1.48788,18.7342
0.023804,1.52288,18.6787
0.023805,1.55788,18.6235
0.023806,1.59288,18.5684
0.023807,1.57801,18.5977
0.023808,1.56312,18.6261
0.023809,1.5482,18.6538
0.02381,1.53327,18.6806
0.023811,1.51831,18.7066
0.023812,1.50334,18.7317
0.023813,1.48834,18.756
0.023814,1.47333,18.7793
0.023815,1.4583,18.8018
0.023816,1.44325,18.8235
0.023817,1.42818,18.8442
0.023818,1.4131,18.8641
0.023819,1.398,18.8832
0.02382,1.38288,18.9014
0.023821,1.41788,18.8455
0.023822,1.45288,18.7898
0.023823,1.48788,18.7342
0.023824,1.52288,18.6787
0.023825,1.55788,18.6235
0.023826,1.59288,18.5684
0.023827,1.57801,18.5977
0.023828,1.56312,18.6261
0.023829,1.5482,18.6538
0.02383,1.53327,18.6806
0.023831,1.51831,18.7066
0.023832,1.50334,18.7317
0.023833,1.48834,18.756
0.023834,1.47333,18.7793
0.023835,1.4583,18.8018
0.023836,1.44325,18.8235
0.023837,1.42818,18.8442
0.023838,1.4131,18.8641
0.023839,1.398,18.8832
0.02384,1.38288,18.9014
0.023841,1.41788,18.8455
0.023842,1.45288,18.7898
0.023843,1.48788,18.7342
0.023844,1.52288,18.6787
0.023845,1.55788,18.6235
0.023846,1.59288,18.5684
0.023847,1.57801,18.5977
0.023848,1.56312,18.6261
0.023849,1.5482,18.6538
0.02385,1.53327,18.6806
0.023851,1.51831,18.7066
0.023852,1.50334,18.7317
0.023853,1.48834,18.756
0.023854,1.47333,18.7793
0.023855,1.4583,18.8018
0.023856,1.44325,18.8235
0.023857,1.42818,18.8442
0.023858,1.4131,18.8641
0.023859,1.398,18.8832
0.02386,1.38288,18.9014
0.023861,1.41788,18.8455
0.023862,1.45288,18.7898
0.023863,1.48788,18.7342
0.023864,1.52288,18.6787
0.023865,1.55788,18.6235
0.023866,1.59288,18.5684
0.023867,1.57801,18.5977
0.023868,1.56312,18.6261
0.023869,1.5482,18.6538
0.02387,1.53327,18.6806
0.023871,1.51831,18.7066
0.023872,1.50334,18.7317
0.023873,1.48834,18.756
0.023874,1.47333,18.7793
0.023875,1.4583,18.8018
0.023876,1.44325,18.8235
0.023877,1.42818,18.8442
0.023878,1.4131,18.8641
0.023879,1.398,18.8832
0.02388,1.38288,18.9014
0.023881,1.41788,18.8455
0.023882,1.45288,18.7898
0.023883,1.48788,18.7342
0.023884,1.52288,18.6787
0.023885,1.55788,18.6235
0.023886,1.59288,18.5684
0.023887,1.57801,18.5977
0.023888,1.56312,18.6261
0.023889,1.5482,18.6538
0.02389,1.53327,18.6806
0.023891,1.51831,18.7066
0.023892,1.50334,18.7317
0.023893,1.48834,18.756
0.023894,1.47333,18.7793
0.023895,1.4583,18.8018
0.023896,1.44325,18.8235
0.023897,1.42818,18.8442
0.023898,1.4131,18.8641
0.023899,1.398,18.8832
0.0239,1.38288,18.9014
0.023901,1.41788,18.8455
0.023902,1.45288,18.7898
0.023903,1.48788,18.7342
0.023904,1.52288,18.6787
0.023905,1.55788,18.6235
0.023906,1.59288,18.5684
0.023907,1.57801,18.5977
0.023908,1.56312,18.6261
0.023909,1.5482,18.6538
0.02391,1.53327,18.6806
0.023911,1.51831,18.7066
0.023912,1.50334,18.7317
0.023913,1.48834,18.756
0.023914,1.47333,18.7793
0.023915,1.4583,18.8018
0.023916,1.44325,18.8235
0.023917,1.42818,18.8442
0.023918,1.4131,18.8641
0.023919,1.398,18.8832
0.02392,1.38288,18.9014
0.023921,1.41788,18.8455
0.023922,1.45288,18.7898
0.023923,1.48788,18.7342
0.023924,1.52288,18.6787
0.023925,1.55788,18.6235
0.023926,1.59288,18.5684
0.023927,1.57801,18.5977
0.023928,1.56312,18.6261
0.023929,1.5482,18.6538
0.02393,1.53327,18.6806
0.023931,1.51831,18.7066
0.023932,1.50334,18.7317
0.023933,1.48834,18.756
0.023934,1.47333,18.7793
0.023935,1.4583,18.8018
0.023936,1.44325,18.8235
0.023937,1.42818,18.8442
0.023938,1.4131,18.8641
0.023939,1.398,18.8832
0.02394,1.38288,18.9014
0.023941,1.41788,18.8455
0.023942,1.45288,18.7898
0.023943,1.48788,18.7342
0.023944,1.52288,18.6787
0.023945,1.55788,18.6235
0.023946,1.59288,18.5684
0.023947,1.57801,18.5977
0.023948,1.56312,18.6261
0.023949,1.5482,18.6538
0.02395,1.53327,18.6806
0.023951,1.51831,18.7066
0.023952,1.50334,18.7317
0.023953,1.48834,18.756
0.023954,1.47333,18.7793
0.023955,1.4583,18.8018
0.023956,1.44325,18.8235
0.023957,1.42818,18.8442
0.023958,1.4131,18.8641
0.023959,1.398,18.8832
0.02396,1.38288,18.9014
0.023961,1.41788,18.8455
0.023962,1.45288,18.7898
0.023963,1.48788,18.7342
0.023964,1.52288,18.6787
0.023965,1.55788,18.6235
0.023966,1.59288,18.5684
0.023967,1.57801,18.5977
0.023968,1.56312,18.6261
0.023969,1.5482,18.6538
0.02397,1.53327,18.6806
0.023971,1.51831,18.7066
0.023972,1.50334,18.7317
0.023973,1.48834,18.756
0.023974,1.47333,18.7793
0.023975,1.4583,18.8018
0.023976,1.44325,18.8235
0.023977,1.42818,18.8442
0.023978,1.4131,18.8641
0.023979,1.398,18.8832
0.02398,1.38288,18.9014
0.023981,1.41788,18.8455
0.023982,1.45288,18.7898
0.023983,1.48788,18.7342
0.023984,1.52288,18.6787
0.023985,1.55788,18.6235
0.023986,1.59288,18.5684
0.023987,1.57801,18.5977
0.023988,1.56312,18.6261
0.023989,1.5482,18.6538
0.02399,1.53327,18.6806
0.023991,1.51831,18.7066
0.023992,1.50334,18.7317
0.023993,1.48834,18.756
0.023994,1.47333,18.7793
0.023995,1.4583,18.8018
0.023996,1.44325,18.8235
0.023997,1.42818,18.8442
0.023998,1.4131,18.8641
0.023999,1.398,18.8832
0.024,1.38288,18.9014
0.024001,1.41788,18.8455
0.024002,1.45288,18.7898
0.024003,1.48788,18.7342
0.024004,1.52288,18.6787
0.024005,1.55788,18.6235
0.024006,1.59288,18.5684
0.024007,1.57801,18.5977
0.024008,1.56312,18.6261
0.024009,1.5482,18.6538
0.02401,1.53327,18.6806
0.024011,1.51831,18.7066
0.024012,1.50334,18.7317
0.024013,1.48834,18.756
0.024014,1.47333,18.7793
0.024015,1.4583,18.8018
0.024016,1.44325,18.8235
0.024017,1.42818,18.8442
0.024018,1.4131,18.8641
0.024019,1.398,18.8832
0.02402,1.38288,18.9014
0.024021,1.41788,18.8455
0.024022,1.45288,18.7898
0.024023,1.48788,18.7342
0.024024,1.52288,18.6787
0.024025,1.55788,18.6235
0.024026,1.59288,18.5684
0.024027,1.57801,18.5977
0.024028,1.56312,18.6261
0.024029,1.5482,18.6538
0.02403,1.53327,18.6806
0.024031,1.51831,18.7066
0.024032,1.50334,18.7317
0.024033,1.48834,18.756
0.024034,1.47333,18.7793
0.024035,1.4583,18.8018
0.024036,1.44325,18.8235
0.024037,1.42818,18.8442
0.024038,1.4131,18.8641
0.024039,1.398,18.8832
0.02404,1.38288,18.9014
0.024041,1.41788,18.8455
0.024042,1.45288,18.7898
0.024043,1.48788,18.7342
0.024044,1.52288,18.6787
0.024045,1.55788,18.6235
0.024046,1.59288,18.5684
0.024047,1.57801,18.5977
0.024048,1.56312,18.6261
0.024049,1.5482,18.6538
0.02405,1.53327,18.6806
0.024051,1.51831,18.7066
0.024052,1.50334,18.7317
0.024053,1.48834,18.756
0.024054,1.47333,18.7793
0.024055,1.4583,18.8018
0.024056,1.44325,18.8235
0.024057,1.42818,18.8442
0.024058,1.4131,18.8641
0.024059,1.398,18.8832
0.02406,1.38288,18.9014
0.024061,1.41788,18.8455
0.024062,1.45288,18.7898
0.024063,1.48788,18.7342
0.024064,1.52288,18.6787
0.024065,1.55788,18.6235
0.024066,1.59288,18.5684
0.024067,1.57801,18.5977
0.024068,1.56312,18.6261
0.024069,1.5482,18.6538
0.02407,1.53327,18.6806
0.024071,1.51831,18.7066
0.024072,1.50334,18.7317
0.024073,1.48834,18.756
0.024074,1.47333,18.7793
0.024075,1.4583,18.8018
0.024076,1.44325,18.8235
0.024077,1.42818,18.8442
0.024078,1.4131,18.8641
0.024079,1.398,18.8832
0.02408,1.38288,18.9014
0.024081,1.41788,18.8455
0.024082,1.45288,18.7898
0.024083,1.48788,18.7342
0.024084,1.52288,18.6787
0.024085,1.55788,18.6235
0.024086,1.59288,18.5684
0.024087,1.57801,18.5977
0.024088,1.56312,18.6261
0.024089,1.5482,18.6538
0.02409,1.53327,18.6806
0.024091,1.51831,18.7066
0.024092,1.50334,18.7317
0.024093,1.48834,18.756
0.024094,1.47333,18.7793
0.024095,1.4583,18.8018
0.024096,1.44325,18.8235
0.024097,1.42818,18.8442
0.024098,1.4131,18.8641
0.024099,1.398,18.8832
0.0241,1.38288,18.9014
0.024101,1.41788,18.8455
0.024102,1.45288,18.7898
0.024103,1.48788,18.7342
0.024104,1.52288,18.6787
0.024105,1.55788,18.6235
0.024106,1.59288,18.5684
0.024107,1.57801,18.5977
0.024108,1.56312,18.6261
0.024109,1.5482,18.6538
0.02411,1.53327,18.6806
0.024111,1.51831,18.7066
0.024112,1.50334,18.7317
0.024113,1.48834,18.756
0.024114,1.47333,18.7793
0.024115,1.4583,18.8018
0.024116,1.44325,18.8235
0.024117,1.42818,18.8442
0.024118,1.4131,18.8641
0.024119,1.398,18.8832
0.02412,1.38288,18.9014
0.024121,1.41788,18.8455
0.024122,1.45288,18.7898
0.024123,1.48788,18.7342
0.024124,1.52288,18.6787
0.024125,1.55788,18.6235
0.024126,1.59288,18.5684
0.024127,1.57801,18.5977
0.024128,1.56312,18.6261
0.024129,1.5482,18.6538
0.02413,1.53327,18.6806
0.024131,1.51831,18.7066
0.024132,1.50334,18.7317
0.024133,1.48834,18.756
0.024134,1.47333,18.7793
0.024135,1.4583,18.8018
0.024136,1.44325,18.8235
0.024137,1.42818,18.8442
0.024138,1.4131,18.8641
0.024139,1.398,18.8832
0.02414,1.38288,18.9014
0.024141,1.41788,18.8455
0.024142,1.45288,18.7898
0.024143,1.48788,18.7342
0.024144,1.52288,18.6787
0.024145,1.55788,18.6235
0.024146,1.59288,18.5684
0.024147,1.57801,18.5977
0.024148,1.56312,18.6261
0.024149,1.5482,18.6538
0.02415,1.53327,18.6806
0.024151,1.51831,18.7066
0.024152,1.50334,18.7317
0.024153,1.48834,18.756
0.024154,1.47333,18.7793
0.024155,1.4583,18.8018
0.024156,1.44325,18.8235
0.024157,1.42818,18.8442
0.024158,1.4131,18.8641
0.024159,1.398,18.8832
0.02416,1.38288,18.9014
0.024161,1.41788,18.8455
0.024162,1.45288,18.7898
0.024163,1.48788,18.7342
0.024164,1.52288,18.6787
0.024165,1.55788,18.6235
0.024166,1.59288,18.5684
0.024167,1.57801,18.5977
0.024168,1.56312,18.6261
0.024169,1.5482,18.6538
0.02417,1.53327,18.6806
0.024171,1.51831,18.7066
0.024172,1.50334,18.7317
0.024173,1.48834,18.756
0.024174,1.47333,18.7793
0.024175,1.4583,18.8018
0.024176,1.44325,18.8235
0.024177,1.42818,18.8442
0.024178,1.4131,18.8641
0.024179,1.398,18.8832
0.02418,1.38288,18.9014
0.024181,1.41788,18.8455
0.024182,1.45288,18.7898
0.024183,1.48788,18.7342
0.024184,1.52288,18.6787
0.024185,1.55788,18.6235
0.024186,1.59288,18.5684
0.024187,1.57801,18.5977
0.024188,1.56312,18.6261
0.024189,1.5482,18.6538
0.02419,1.53327,18.6806
0.024191,1.51831,18.7066
0.024192,1.50334,18.7317
0.024193,1.48834,18.756
0.024194,1.47333,18.7793
0.024195,1.4583,18.8018
0.024196,1.44325,18.8235
0.024197,1.42818,18.8442
0.024198,1.4131,18.8641
0.024199,1.398,18.8832
0.0242,1.38288,18.9014
0.024201,1.41788,18.8455
0.024202,1.45288,18.7898
0.024203,1.48788,18.7342
0.024204,1.52288,18.6787
0.024205,1.55788,18.6235
0.024206,1.59288,18.5684
0.024207,1.57801,18.5977
0.024208,1.56312,18.6261
0.024209,1.5482,18.6538
0.02421,1.53327,18.6806
0.024211,1.51831,18.7066
0.024212,1.50334,18.7317
0.024213,1.48834,18.756
0.024214,1.47333,18.7793
0.024215,1.4583,18.8018
0.024216,1.44325,18.8235
0.024217,1.42818,18.8442
0.024218,1.4131,18.8641
0.024219,1.398,18.8832
0.02422,1.38288,18.9014
0.024221,1.41788,18.8455
0.024222,1.45288,18.7898
0.024223,1.48788,18.7342
0.024224,1.52288,18.6787
0.024225,1.55788,18.6235
0.024226,1.59288,18.5684
0.024227,1.57801,18.5977
0.024228,1.56312,18.6261
0.024229,1.5482,18.6538
0.02423,1.53327,18.6806
0.024231,1.51831,18.7066
0.024232,1.50334,18.7317
0.024233,1.48834,18.756
0.024234,1.47333,18.7793
0.024235,1.4583,18.8018
0.024236,1.44325,18.8235
0.024237,1.42818,18.8442
0.024238,1.4131,18.8641
0.024239,1.398,18.8832
0.02424,1.38288,18.9014
0.024241,1.41788,18.8455
0.024242,1.45288,18.7898
0.024243,1.48788,18.7342
0.024244,1.52288,18.6787
0.024245,1.55788,18.6235
0.024246,1.59288,18.5684
0.024247,1.57801,18.5977
0.024248,1.56312,18.6261
0.024249,1.5482,18.6538
0.02425,1.53327,18.6806
0.024251,1.51831,18.7066
0.024252,1.50334,18.7317
0.024253,1.48834,18.756
0.024254,1.47333,18.7793
0.024255,1.4583,18.8018
0.024256,1.44325,18.8235
0.024257,1.42818,18.8442
0.024258,1.4131,18.8641
0.024259,1.398,18.8832
0.02426,1.38288,18.9014
0.024261,1.41788,18.8455
0.024262,1.45288,18.7898
0.024263,1.48788,18.7342
0.024264,1.52288,18.6787
0.024265,1.55788,18.6235
0.024266,1.59288,18.5684
0.024267,1.57801,18.5977
0.024268,1.56312,18.6261
0.024269,1.5482,18.6538
0.02427,1.53327,18.6806
0.024271,1.51831,18.7066
0.024272,1.50334,18.7317
0.024273,1.48834,18.756
0.024274,1.47333,18.7793
0.024275,1.4583,18.8018
0.024276,1.44325,18.8235
0.024277,1.42818,18.8442
0.024278,1.4131,18.8641
0.024279,1.398,18.8832
0.02428,1.38288,18.9014
0.024281,1.41788,18.8455
0.024282,1.45288,18.7898
0.024283,1.48788,18.7342
0.024284,1.52288,18.6787
0.024285,1.55788,18.6235
0.024286,1.59288,18.5684
0.024287,1.57801,18.5977
0.024288,1.56312,18.6261
0.024289,1.5482,18.6538
0.02429,1.53327,18.6806
0.024291,1.51831,18.7066
0.024292,1.50334,18.7317
0.024293,1.48834,18.756
0.024294,1.47333,18.7793
0.024295,1.4583,18.8018
0.024296,1.44325,18.8235
0.024297,1.42818,18.8442
0.024298,1.4131,18.8641
0.024299,1.398,18.8832
0.0243,1.38288,18.9014
0.024301,1.41788,18.8455
0.024302,1.45288,18.7898
0.024303,1.48788,18.7342
0.024304,1.52288,18.6787
0.024305,1.55788,18.6235
0.024306,1.59288,18.5684
0.024307,1.57801,18.5977
0.024308,1.56312,18.6261
0.024309,1.5482,18.6538
0.02431,1.53327,18.6806
0.024311,1.51831,18.7066
0.024312,1.50334,18.7317
0.024313,1.48834,18.756
0.024314,1.47333,18.7793
0.024315,1.4583,18.8018
0.024316,1.44325,18.8235
0.024317,1.42818,18.8442
0.024318,1.4131,18.8641
0.024319,1.398,18.8832
0.02432,1.38288,18.9014
0.024321,1.41788,18.8455
0.024322,1.45288,18.7898
0.024323,1.48788,18.7342
0.024324,1.52288,18.6787
0.024325,1.55788,18.6235
0.024326,1.59288,18.5684
0.024327,1.57801,18.5977
0.024328,1.56312,18.6261
0.024329,1.5482,18.6538
0.02433,1.53327,18.6806
0.024331,1.51831,18.7066
0.024332,1.50334,18.7317
0.024333,1.48834,18.756
0.024334,1.47333,18.7793
0.024335,1.4583,18.8018
0.024336,1.44325,18.8235
0.024337,1.42818,18.8442
0.024338,1.4131,18.8641
0.024339,1.398,18.8832
0.02434,1.38288,18.9014
0.024341,1.41788,18.8455
0.024342,1.45288,18.7898
0.024343,1.48788,18.7342
0.024344,1.52288,18.6787
0.024345,1.55788,18.6235
0.024346,1.59288,18.5684
0.024347,1.57801,18.5977
0.024348,1.56312,18.6261
0.024349,1.5482,18.6538
0.02435,1.53327,18.6806
0.024351,1.51831,18.7066
0.024352,1.50334,18.7317
0.024353,1.48834,18.756
0.024354,1.47333,18.7793
0.024355,1.4583,18.8018
0.024356,1.44325,18.8235
0.024357,1.42818,18.8442
0.024358,1.4131,18.8641
0.024359,1.398,18.8832
0.02436,1.38288,18.9014
0.024361,1.41788,18.8455
0.024362,1.45288,18.7898
0.024363,1.48788,18.7342
0.024364,1.52288,18.6787
0.024365,1.55788,18.6235
0.024366,1.59288,18.5684
0.024367,1.57801,18.5977
0.024368,1.56312,18.6261
0.024369,1.5482,18.6538
0.02437,1.53327,18.6806
0.024371,1.51831,18.7066
0.024372,1.50334,18.7317
0.024373,1.48834,18.756
0.024374,1.47333,18.7793
